Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,2000,1952,48,0,1042,45.5,0.0,45.5,23.822220833333333,55.1388638888887,0.060592158119657916
1,2000,1970,30,0,1088,44.1,0.0,44.1,24.96302916666667,54.771713888888684,0.062099448853615284
2,2000,1980,20,0,1018,48.1,0.0,48.1,25.410206944444425,58.01881111111102,0.06031061446061437
3,2000,1959,41,0,1034,46.25,0.0,46.25,24.158501388888894,55.07972361111138,0.05954564714714745
4,2000,1978,22,0,1011,48.35,0.0,48.35,22.911700000000003,56.00898680555561,0.057920358640698666
5,2000,1973,27,0,1040,46.650000000000006,0.0,46.650000000000006,25.22003333333335,56.56503472222227,0.060627046861974565
6,2000,1978,22,0,1043,46.75,0.0,46.75,23.212780555555575,55.5625326388888,0.05942516859774202
7,2000,1975,25,0,1047,46.400000000000006,0.0,46.400000000000006,24.696847222222225,55.93101458333335,0.06027048985272989
8,2000,1978,22,0,1027,47.55,0.0,47.55,24.9407763888889,56.877934027778075,0.059808553131207226
9,2000,1951,49,0,1035,45.800000000000004,0.0,45.800000000000004,23.55011666666667,54.7296131944446,0.05974848602013602
10,2000,1968,32,0,1035,46.650000000000006,0.0,46.650000000000006,24.999362500000018,56.423077777777905,0.0604748957961178
11,2000,1981,19,0,1033,47.4,0.0,47.4,26.187597222222227,58.14642152777775,0.06133588768752928
12,2000,1981,19,0,1014,48.35,0.0,48.35,24.871161111111096,58.09450416666665,0.0600770467080317
13,2000,1992,8,0,1044,47.4,0.0,47.4,25.639190277777796,57.08798124999993,0.060219389504219345
14,2000,1975,25,0,1048,46.35,0.0,46.35,25.470358333333326,56.2945298611111,0.06072764817811338
15,2000,1979,21,0,1045,46.7,0.0,46.7,23.466833333333344,55.25083749999986,0.05915507226980714
16,2000,1978,22,0,1037,47.05,0.0,47.05,26.27648055555557,57.9857020833331,0.06162136246900436
17,2000,1991,9,0,1023,48.4,0.0,48.4,24.96882222222222,57.19613333333324,0.05908691460055087
18,2000,1995,5,0,1033,48.1,0.0,48.1,25.680502777777793,57.69238958333344,0.05997129894317405
19,2000,1994,6,0,1060,46.7,0.0,46.7,26.019340277777793,56.815784027777674,0.06083060388413027
20,2000,1955,45,0,1086,43.45,0.0,43.45,24.071434722222225,53.60301944444477,0.06168356667945313
21,2000,1981,19,0,1089,44.6,0.0,44.6,25.55275416666666,55.2276402777776,0.061914394930243956
22,2000,1945,55,0,1111,41.699999999999996,0.0,41.699999999999996,24.782362500000012,52.90751319444449,0.06343826522115648
23,2000,1961,39,0,1098,43.15,0.0,43.15,26.24753055555556,54.80703263888896,0.06350756968585049
24,2000,1968,32,0,1029,46.949999999999996,0.0,46.949999999999996,23.13171111111111,55.01379097222227,0.058587636818128085
25,2000,1957,43,0,1005,47.599999999999994,0.0,47.599999999999994,23.787480555555547,55.73201388888877,0.058542031395891585
26,2000,1963,37,0,1054,45.45,0.0,45.45,24.07006944444444,55.49046388888872,0.06104561483926151
27,2000,1982,18,0,1048,46.7,0.0,46.7,24.599084722222244,55.90176249999993,0.059851994111348956
28,2000,1951,49,0,1059,44.6,0.0,44.6,23.57365,53.942500694444405,0.06047365548704531
29,2000,1961,39,0,1054,45.35,0.0,45.35,23.607590277777764,54.21881805555561,0.05977818969741523
