Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,664,336,0,283,38.1,0.0,38.1,14.149500000000002,48.63745000000015,0.12765734908136522
1,1000,643,357,0,266,37.7,0.0,37.7,13.034299999999991,46.9704861111109,0.12459014883583794
2,1000,626,374,0,268,35.8,0.0,35.8,13.407716666666655,46.66283055555554,0.13034310211049033
3,1000,639,361,0,272,36.7,0.0,36.7,14.282416666666645,48.37961388888902,0.13182456100514717
4,1000,651,349,0,257,39.4,0.0,39.4,14.071133333333318,48.63351666666671,0.1234353214890018
5,1000,647,353,0,256,39.1,0.0,39.1,11.268283333333297,46.753055555555505,0.11957303211139517
6,1000,656,344,0,278,37.8,0.0,37.8,13.224316666666644,48.088280555555876,0.1272176734273965
7,1000,618,382,0,242,37.6,0.0,37.6,11.89400000000001,44.534094444444335,0.11844174054373494
8,1000,620,380,0,264,35.6,0.0,35.6,14.407133333333325,46.12398611111105,0.129561758739076
9,1000,603,397,0,279,32.4,0.0,32.4,14.180799999999994,42.839819444444224,0.13222166495198834
10,1000,664,336,0,271,39.300000000000004,0.0,39.300000000000004,14.176050000000007,49.475119444444424,0.12589088917161428
11,1000,665,335,0,257,40.8,0.0,40.8,13.37079999999998,50.351233333333255,0.12340988562091486
12,1000,638,362,0,243,39.5,0.0,39.5,12.838750000000015,48.61370555555556,0.12307267229254573
13,1000,625,375,0,266,35.9,0.0,35.9,12.711733333333337,44.99455555555544,0.12533302383163075
14,1000,621,379,0,250,37.1,0.0,37.1,12.47646666666668,46.36994722222212,0.1249863806528898
15,1000,661,339,0,271,39.0,0.0,39.0,14.704333333333322,50.621411111111016,0.12979849002848978
16,1000,637,363,0,270,36.7,0.0,36.7,14.964616666666647,48.228633333333335,0.1314131698455949
17,1000,639,361,0,261,37.8,0.0,37.8,11.944783333333348,45.754244444444524,0.1210429747207527
18,1000,643,357,0,275,36.8,0.0,36.8,14.199133333333336,46.506474999999995,0.12637629076086954
19,1000,665,335,0,246,41.9,0.0,41.9,12.412449999999982,48.96844166666668,0.11686978918058871
20,1000,620,380,0,250,37.0,0.0,37.0,13.218433333333321,46.20204722222222,0.12487039789789789
21,1000,641,359,0,272,36.9,0.0,36.9,15.511533333333343,49.25226944444434,0.1334749849442936
22,1000,654,346,0,278,37.6,0.0,37.6,14.44291666666665,48.71211388888897,0.12955349438534303
23,1000,618,382,0,263,35.5,0.0,35.5,14.684133333333346,46.8119361111112,0.13186460876369352
24,1000,639,361,0,264,37.5,0.0,37.5,14.924766666666672,48.439813888888935,0.12917283703703716
25,1000,636,364,0,263,37.3,0.0,37.3,13.294999999999979,47.63483611111104,0.12770733541852827
26,1000,628,372,0,266,36.199999999999996,0.0,36.199999999999996,13.419833333333345,45.630869444444436,0.12605212553713938
27,1000,627,373,0,268,35.9,0.0,35.9,12.417316666666686,44.98043333333332,0.1252936861652739
28,1000,595,405,0,242,35.3,0.0,35.3,12.096250000000008,44.358927777777815,0.12566268492288335
29,1000,581,419,0,225,35.6,0.0,35.6,12.007900000000003,43.50056111111134,0.12219258739076218
