Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,consumed_energy%,energy_per_completion
29,2000,70,0,0,24,2.3,0.0,2.3,0.9033166666666669,2.7171708333333475,0.0590689311594206
