Episode,total_no_of_tasks,mapped,offloaded,cancelled,Completion%,xCompletion%,URG_missed,BE_missed,available_energy
0,500,478,6,16,70.39999999999999,5.6000000000000005,27,77,20.782099999999936
1,500,482,5,13,59.0,2.4,27,153,34.61821055555548
2,1000,899,5,96,25.7,12.5,100,422,16.956132222222386
3,1000,898,5,96,28.199999999999996,11.1,93,417,17.971899444444418
4,2000,1550,12,438,4.3999999999999995,4.1000000000000005,254,1133,16.164403888888934
5,1500,1277,4,219,6.0,14.933333333333335,161,806,6.80077555555548
6,500,477,6,17,55.800000000000004,4.2,49,134,32.79355388888885
7,498,478,8,12,64.85943775100401,4.216867469879518,30,112,31.818598333333203
8,1500,1228,5,267,6.0,15.733333333333333,158,749,7.979706111111203
9,1000,896,6,98,29.099999999999998,9.3,71,447,18.876877777777928
10,1000,872,5,123,25.8,12.5,88,406,17.34694500000006
11,500,490,3,7,74.2,2.1999999999999997,13,98,23.462763888888997
12,2000,1583,9,408,6.35,4.65,244,1127,15.952156666666765
13,500,475,10,15,57.99999999999999,2.0,25,159,35.43463833333336
14,1500,1265,15,220,6.666666666666667,15.6,155,790,6.812927777777761
15,1500,1295,12,193,7.3999999999999995,15.933333333333334,152,805,6.467890555555606
16,499,475,16,8,61.523046092184366,1.002004008016032,11,168,36.077091111111066
17,1500,1273,11,216,6.2,16.333333333333332,155,789,6.83457000000002
18,2000,1552,7,441,6.4,4.5,217,1121,16.569022777778017
19,2000,1572,7,421,7.85,4.1000000000000005,248,1090,14.292069999999956
20,500,480,3,17,55.800000000000004,4.8,54,126,32.747623888888896
21,500,476,7,17,69.0,4.6,10,105,22.59852388888892
22,1500,1264,8,228,5.6000000000000005,15.4,162,794,6.697871666666721
23,500,477,7,16,69.19999999999999,4.0,24,94,22.44390611111107
24,1500,1273,9,218,6.533333333333332,15.333333333333332,147,806,6.417318333333375
25,1000,885,5,110,26.200000000000003,13.100000000000001,94,403,16.324665000000078
26,2000,1545,10,445,6.35,4.9,260,1069,14.963361111111048
