workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,500,500,0,0,40,92.0,0.0,92.0,0.6898375,1.7106006111110683,0.0037186969806762356
1,500,500,0,0,39,92.2,0.0,92.2,0.6560825000000001,1.7001007500002578,0.0036878541214756147
2,500,500,0,0,40,92.0,0.0,92.0,0.7137708333333332,1.7197060000002322,0.00373849130434833
3,500,500,0,0,39,92.2,0.0,92.2,0.6505924999999999,1.692655583333237,0.0036717040853215554
4,500,500,0,0,40,92.0,0.0,92.0,0.7113466666666667,1.7151601111112298,0.003728608937198326
5,500,500,0,0,39,92.2,0.0,92.2,0.6826266666666667,1.7021520277778714,0.003692303747891262
6,500,500,0,0,39,92.2,0.0,92.2,0.6727566666666667,1.719690333333484,0.0037303477946496405
7,500,500,0,0,39,92.2,0.0,92.2,0.6948558333333332,1.723647472222575,0.003738931610027277
8,500,500,0,0,38,92.4,0.0,92.4,0.6987966666666667,1.7199044166669126,0.0037227368326123653
9,500,500,0,0,38,92.4,0.0,92.4,0.6647483333333333,1.6838822500003312,0.0036447667748924924
10,500,500,0,0,39,92.2,0.0,92.2,0.6864583333333334,1.710936361111138,0.003711358700891839
11,500,500,0,0,40,92.0,0.0,92.0,0.6933866666666667,1.7073743055556003,0.003711683272946957
12,500,500,0,0,38,92.4,0.0,92.4,0.6791649999999999,1.6943206666671096,0.003667360750361709
13,500,500,0,0,40,92.0,0.0,92.0,0.6588375000000001,1.6866211388894912,0.003666567693238025
14,500,500,0,0,39,92.2,0.0,92.2,0.6749025000000002,1.6804569444445143,0.0036452428295976453
15,500,500,0,0,40,92.0,0.0,92.0,0.6280525,1.6249520277778113,0.0035325044082126335
16,500,500,0,0,40,92.0,0.0,92.0,0.7130566666666667,1.7487088055557494,0.003801540881642933
17,500,500,0,0,39,92.2,0.0,92.2,0.6848841666666668,1.7328831666666922,0.0037589656543746035
18,500,500,0,0,39,92.2,0.0,92.2,0.685455,1.7157392499999293,0.003721777114967308
19,500,500,0,0,40,92.0,0.0,92.0,0.6574433333333333,1.674516611111208,0.0036402535024156702
20,500,500,0,0,40,92.0,0.0,92.0,0.6762291666666668,1.6899749722219872,0.0036738586352651897
21,500,500,0,0,39,92.2,0.0,92.2,0.6845266666666665,1.694243444444728,0.0036751484695113404
22,500,500,0,0,36,92.80000000000001,0.0,92.80000000000001,0.5900408333333333,1.630097861111248,0.0035131419420501037
23,500,500,0,0,38,92.4,0.0,92.4,0.6085908333333333,1.652783944444349,0.003577454425204219
24,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.6294366666666666,1.660203083333359,0.0035857517998560662
25,500,500,0,0,39,92.2,0.0,92.2,0.6720725000000001,1.684238111111271,0.003653444926488657
26,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.6625524999999999,1.6993876111107884,0.0036703836093105583
27,500,500,0,0,40,92.0,0.0,92.0,0.6395066666666667,1.6577979722222438,0.0036039086352657474
28,500,500,0,0,40,92.0,0.0,92.0,0.6998224999999999,1.7221720277778514,0.0037438522342996767
29,500,500,0,0,40,92.0,0.0,92.0,0.6935791666666665,1.719480527777907,0.0037380011473432764
