Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,2000,1923,77,0,263,83.0,0.0,83.0,7.845322222222231,70.25276249999976,0.0423209412650601
1,2000,1925,75,0,259,83.3,0.0,83.3,8.353266666666686,72.14040347222189,0.0433015627084165
2,2000,1925,75,0,236,84.45,0.0,84.45,7.474994444444409,71.66756666666659,0.04243195184527329
3,2000,1932,68,0,239,84.65,0.0,84.65,7.710727777777805,71.83475416666685,0.04243045136837972
4,2000,1928,72,0,194,86.7,0.0,86.7,6.696744444444433,70.44738888888881,0.04062709855183899
5,2000,1925,75,0,256,83.45,0.0,83.45,8.67166388888893,72.6046548611113,0.04350189027028838
6,2000,1927,73,0,248,83.95,0.0,83.95,7.7581666666667,71.54933472222206,0.0426142553437892
7,2000,1926,74,0,235,84.55,0.0,84.55,7.2668777777777835,71.8902326388889,0.042513443310992854
8,2000,1939,61,0,239,85.0,0.0,85.0,7.682527777777802,71.76760972222196,0.04221624101307173
9,2000,1941,59,0,245,84.8,0.0,84.8,8.166727777777782,72.52835416666613,0.04276435976808144
10,2000,1957,43,0,202,87.75,0.0,87.75,6.457647222222243,72.54223402777738,0.04133460628363384
11,2000,1947,53,0,246,85.05,0.0,85.05,7.693483333333338,72.13620763888899,0.042408117365601995
12,2000,1937,63,0,236,85.05,0.0,85.05,8.433561111111143,71.86587430555555,0.042249191243712854
13,2000,1924,76,0,264,83.0,0.0,83.0,8.133711111111118,71.49742708333298,0.043070739206827094
14,2000,1950,50,0,222,86.4,0.0,86.4,7.580447222222237,72.1208500000001,0.04173660300925933
15,2000,1936,64,0,258,83.89999999999999,0.0,83.89999999999999,8.572630555555557,71.96105277777812,0.04288501357436122
16,2000,1924,76,0,234,84.5,0.0,84.5,7.944836111111132,72.13417430555575,0.04268294337606848
17,2000,1945,55,0,213,86.6,0.0,86.6,7.072461111111146,73.39442847222257,0.04237553606941257
18,2000,1917,83,0,220,84.85000000000001,0.0,84.85000000000001,7.7722055555555825,72.0555194444443,0.04246053002029716
19,2000,1929,71,0,208,86.05000000000001,0.0,86.05000000000001,6.459280555555566,71.39800486111118,0.04148634797275489
20,2000,1917,83,0,231,84.3,0.0,84.3,6.795108333333355,71.54073124999981,0.0424322249406879
21,2000,1933,67,0,223,85.5,0.0,85.5,7.237602777777798,71.93215625000003,0.04206558845029242
22,2000,1953,47,0,196,87.85,0.0,87.85,6.194261111111127,72.36558888888894,0.04118701701131982
23,2000,1912,88,0,253,82.95,0.0,82.95,8.074794444444471,70.70892638888867,0.04262141433929396
24,2000,1949,51,0,238,85.55,0.0,85.55,7.999800000000021,72.51177499999957,0.042379763296317687
25,2000,1907,93,0,249,82.89999999999999,0.0,82.89999999999999,7.505427777777768,70.80274166666666,0.04270370426216325
26,2000,1960,40,0,211,87.45,0.0,87.45,6.089741666666693,71.46593125000024,0.04086102415666109
27,2000,1933,67,0,266,83.35000000000001,0.0,83.35000000000001,8.90741944444446,71.1212937500002,0.04266424340131985
28,2000,1940,60,0,221,85.95,0.0,85.95,6.847430555555555,71.90997916666673,0.04183244861353504
29,2000,1924,76,0,210,85.7,0.0,85.7,7.165880555555554,71.24247083333356,0.04156503549202657
