workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,1000,0,0,714,28.599999999999998,0.0,28.599999999999998,0.12254583333333335,0.40529902777687915,0.0014171294677513258
1,1000,1000,0,0,710,28.999999999999996,0.0,28.999999999999996,0.11668499999999998,0.40305063889247117,0.0013898297892843837
2,1000,1000,0,0,712,28.799999999999997,0.0,28.799999999999997,0.12119166666666664,0.40665066666689303,0.0014119814814822673
3,1000,1000,0,0,723,27.700000000000003,0.0,27.700000000000003,0.1293791666666667,0.40310911111417225,0.0014552675491486364
4,1000,1000,0,0,724,27.6,0.0,27.6,0.12640583333333327,0.39954986111671636,0.001447644424335929
5,1000,1000,0,0,705,29.5,0.0,29.5,0.12735999999999995,0.4179983888879846,0.00141694369114571
6,1000,1000,0,0,709,29.099999999999998,0.0,29.099999999999998,0.12210666666666668,0.4080916111148124,0.0014023766704976371
7,1000,1000,0,0,710,28.999999999999996,0.0,28.999999999999996,0.12316999999999999,0.4100332222225067,0.0014139076628362302
8,1000,1000,0,0,711,28.9,0.0,28.9,0.1201908333333334,0.40562425000057883,0.0014035441176490616
9,1000,1000,0,0,720,28.000000000000004,0.0,28.000000000000004,0.12728666666666666,0.40338475000210267,0.0014406598214360806
10,1000,1000,0,0,720,28.000000000000004,0.0,28.000000000000004,0.13210916666666664,0.4079232777781403,0.0014568688492076435
11,1000,1000,0,0,720,28.000000000000004,0.0,28.000000000000004,0.1257641666666666,0.4024381666660904,0.0014372791666646082
12,1000,1000,0,0,714,28.599999999999998,0.0,28.599999999999998,0.1235141666666666,0.40441766666934004,0.0014140477855571327
13,1000,1000,0,0,709,29.099999999999998,0.0,29.099999999999998,0.13279416666666663,0.4196160277800421,0.0014419794769073612
14,1000,1000,0,0,713,28.7,0.0,28.7,0.12008083333333328,0.402056194447909,0.0014008926635815644
15,1000,1000,0,0,718,28.199999999999996,0.0,28.199999999999996,0.1292008333333334,0.4080689444464547,0.0014470529944909745
16,1000,1000,0,0,718,28.199999999999996,0.0,28.199999999999996,0.12767583333333335,0.4059636388894513,0.0014395873719484093
17,1000,1000,0,0,708,29.2,0.0,29.2,0.1344316666666667,0.42452208333587305,0.00145384275115025
18,1000,1000,0,0,721,27.900000000000002,0.0,27.900000000000002,0.12918000000000002,0.4046372499984864,0.0014503127240089117
19,1000,1000,0,0,705,29.5,0.0,29.5,0.12457916666666667,0.4149485555574453,0.0014066052730760858
20,1000,1000,0,0,714,28.599999999999998,0.0,28.599999999999998,0.11927750000000009,0.3998495833340631,0.001398075466203018
21,1000,1000,0,0,712,28.799999999999997,0.0,28.799999999999997,0.12192166666666662,0.4053590277784517,0.0014074966242307349
22,1000,1000,0,0,726,27.400000000000002,0.0,27.400000000000002,0.13106749999999998,0.40338894444922013,0.0014722224249971536
23,1000,1000,0,0,718,28.199999999999996,0.0,28.199999999999996,0.12338666666666667,0.4014294166695617,0.0014235085697502194
24,1000,1000,0,0,720,28.000000000000004,0.0,28.000000000000004,0.12377749999999997,0.3997881111155342,0.0014278146825554788
25,1000,1000,0,0,724,27.6,0.0,27.6,0.13408250000000005,0.4070576666640732,0.0014748466183480912
26,1000,1000,0,0,694,30.599999999999998,0.0,30.599999999999998,0.13237333333333323,0.43214575000173583,0.001412241013077568
27,1000,1000,0,0,728,27.200000000000003,0.0,27.200000000000003,0.1300775,0.40011219444686297,0.0014710007148781728
28,1000,1000,0,0,737,26.3,0.0,26.3,0.13313166666666673,0.3936820555591193,0.001496889945091708
29,1000,1000,0,0,709,29.099999999999998,0.0,29.099999999999998,0.12163416666666682,0.4085420555561723,0.001403924589540111
