Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,2000,2000,0,0,90,95.5,0.0,95.5,4.063022222222233,73.48156666666634,0.0384720244328096
1,2000,2000,0,0,66,96.7,0.0,96.7,3.2026166666666738,72.3816444444443,0.037425876134666136
2,2000,2000,0,0,26,98.7,0.0,98.7,1.0953750000000062,71.88382638888783,0.036415312253742574
3,2000,2000,0,0,120,94.0,0.0,94.0,5.882413888888905,73.93833125000022,0.03932889960106395
4,2000,2000,0,0,77,96.15,0.0,96.15,3.4441083333333316,73.6551159722229,0.038302192393251645
5,2000,2000,0,0,53,97.35000000000001,0.0,97.35000000000001,2.2784777777778036,71.27828194444439,0.0366092870798379
6,2000,2000,0,0,41,97.95,0.0,97.95,1.9755916666666726,74.4331951388894,0.03799550543077561
7,2000,2000,0,0,53,97.35000000000001,0.0,97.35000000000001,2.3612444444444556,72.83984861111135,0.03741132440221435
8,2000,2000,0,0,72,96.39999999999999,0.0,96.39999999999999,3.5250833333333365,73.35024652777818,0.0380447336762335
9,2000,2000,0,0,66,96.7,0.0,96.7,2.6440555555555525,73.15833472222226,0.0378274740032173
10,2000,2000,0,0,111,94.45,0.0,94.45,4.867141666666681,73.59113819444416,0.038957722707487645
11,2000,2000,0,0,54,97.3,0.0,97.3,2.4210555555555815,72.2772097222223,0.03714142328993951
12,2000,2000,0,0,36,98.2,0.0,98.2,1.6291916666666715,72.49264583333317,0.03691071580108614
13,2000,2000,0,0,61,96.95,0.0,96.95,2.695252777777795,73.2973319444446,0.03780161523694924
14,2000,2000,0,0,37,98.15,0.0,98.15,1.7168861111111136,72.77656180555502,0.03707415272825014
15,2000,2000,0,0,39,98.05,0.0,98.05,2.03207499999999,73.01073749999965,0.03723138067312578
16,2000,2000,0,0,111,94.45,0.0,94.45,5.1836861111111245,73.95732777777741,0.03915157637785993
17,2000,2000,0,0,85,95.75,0.0,95.75,3.6747444444444626,73.7497645833331,0.03851162641427317
18,2000,2000,0,0,55,97.25,0.0,97.25,2.45024722222222,73.13674930555521,0.03760244180234201
19,2000,2000,0,0,53,97.35000000000001,0.0,97.35000000000001,2.3639083333333226,73.18867638888898,0.03759048607544375
20,2000,2000,0,0,67,96.65,0.0,96.65,2.810002777777783,71.88877916666601,0.03719026340748371
21,2000,2000,0,0,61,96.95,0.0,96.95,2.5821194444444586,72.88508402777701,0.037589006718812275
22,2000,2000,0,0,52,97.39999999999999,0.0,97.39999999999999,2.284019444444458,73.07576388888845,0.03751322581565116
23,2000,2000,0,0,60,97.0,0.0,97.0,2.6725055555555897,72.48004374999981,0.03736084729381434
24,2000,2000,0,0,36,98.2,0.0,98.2,1.971749999999984,73.17313333333286,0.03725719619823465
25,2000,2000,0,0,69,96.55,0.0,96.55,3.025691666666668,73.65366458333328,0.03814275742275156
26,2000,2000,0,0,122,93.89999999999999,0.0,93.89999999999999,5.9544305555555574,73.80010972222198,0.03929718302567731
27,2000,2000,0,0,66,96.7,0.0,96.7,2.878736111111134,72.29410624999988,0.03738061336608061
28,2000,2000,0,0,59,97.05,0.0,97.05,3.0381499999999897,72.72422291666646,0.03746739975098737
29,2000,2000,0,0,103,94.85,0.0,94.85,5.401508333333319,73.95496597222207,0.038985221914719065
