Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,915,85,0,4,66.3,24.8,91.1,0.03370833333333489,13.268626111111764,0.014564902427125975
1,1000,899,101,0,4,65.3,24.2,89.5,0.03478333333333434,12.927128333333693,0.01444371880819407
2,1000,915,85,0,4,68.5,22.6,91.1,0.033766666666664946,13.201352222222543,0.014491056226369424
3,1000,939,61,0,1,73.5,20.3,93.8,0.007924999999999944,13.677962222221918,0.014582049277422088
4,1000,929,71,0,4,72.1,20.4,92.5,0.03410000000000177,13.82237833333332,0.014943111711711697
5,1000,929,71,0,3,72.6,20.0,92.6,0.024933333333333963,13.415757222222208,0.014487858771298278
6,1000,928,72,0,4,71.2,21.2,92.4,0.03415000000000058,13.355517222221916,0.014454022967772638
7,1000,939,60,0,8,73.3,19.8,93.1,0.0686499999999981,13.666490000000147,0.014679366272825076
8,1000,930,70,0,9,70.19999999999999,21.9,92.1,0.07674999999999911,13.426052777777375,0.014577690312461863
9,1000,931,69,0,5,72.8,19.8,92.6,0.043099999999997606,13.471250000000074,0.014547786177105913
10,1000,922,78,0,6,69.0,22.6,91.6,0.05991666666666736,13.350189444444682,0.014574442624939609
11,1000,916,84,0,1,67.30000000000001,24.2,91.50000000000001,0.008450000000001031,13.004252222222396,0.014212297510625568
12,1000,935,65,0,2,72.8,20.5,93.3,0.017733333333334635,13.528272222222293,0.014499755865190025
13,1000,918,82,0,5,68.4,22.900000000000002,91.30000000000001,0.04325833333333383,13.304039444444587,0.014571784714616193
14,1000,913,87,0,4,68.60000000000001,22.3,90.9,0.03375833333333331,13.182492777777336,0.014502192274782548
15,1000,921,79,0,6,69.6,21.9,91.5,0.05195833333333487,13.465327222222387,0.014716204614450697
16,1000,912,88,0,5,67.5,23.200000000000003,90.7,0.05194999999999818,13.060052777777987,0.014399176160725453
17,1000,931,69,0,3,71.6,21.2,92.8,0.024899999999999048,13.467912222222104,0.014512836446360027
18,1000,936,64,0,9,68.7,24.0,92.7,0.07794999999999801,13.504633333333398,0.014568104998202155
19,1000,924,76,0,3,72.2,19.900000000000002,92.10000000000001,0.026599999999999114,13.379126111111336,0.014526738448546512
20,1000,929,71,0,7,67.80000000000001,24.4,92.20000000000002,0.06052500000000016,13.333568333333451,0.014461570860448424
21,1000,900,100,0,6,66.2,23.200000000000003,89.4,0.051458333333332,12.88031055555555,0.014407506214267953
22,1000,918,82,0,6,66.5,24.7,91.2,0.05124999999999868,13.159323333332637,0.01442908260233842
23,1000,920,80,0,4,67.2,24.4,91.6,0.03495833333333375,13.308172777777871,0.014528572901504227
24,1000,927,73,0,1,70.1,22.5,92.6,0.008241666666666465,13.494561666666524,0.014572960763138798
25,1000,916,84,0,1,66.60000000000001,24.9,91.5,0.008966666666666848,13.267320555555804,0.014499803885853335
26,1000,925,75,0,5,70.7,21.3,92.0,0.042683333333333094,13.428830555555212,0.01459655495169045
27,1000,901,99,0,2,68.2,21.7,89.9,0.017166666666666802,13.115408888888853,0.01458888641700651
28,1000,934,66,0,7,70.7,22.0,92.7,0.059433333333333734,13.659350555555456,0.014735005993047955
29,1000,931,69,0,6,71.3,21.2,92.5,0.052125000000000914,13.355406666666871,0.014438277477477699
