workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,500,500,0,0,12,97.6,0.0,97.6,0.37471250000000006,1.1573001388888549,0.0023715166780509315
1,500,500,0,0,10,98.0,0.0,98.0,0.17693583333333335,1.132958416666677,0.0023121600340136267
2,500,500,0,0,12,97.6,0.0,97.6,0.24314000000000002,1.0242761111112486,0.0020989264571951815
3,500,500,0,0,16,96.8,0.0,96.8,0.5072333333333333,1.2793375000001268,0.002643259297520923
4,500,500,0,0,12,97.6,0.0,97.6,0.31029416666666665,1.1032691388896234,0.0022607974157574247
5,500,500,0,0,12,97.6,0.0,97.6,0.18545416666666661,0.9608150555550917,0.001968883310563712
6,500,500,0,0,12,97.6,0.0,97.6,0.26088083333333334,1.040946972222365,0.0021330880578327147
7,500,500,0,0,6,98.8,0.0,98.8,0.1910333333333334,1.0049840277783126,0.0020343806230330216
8,500,500,0,0,11,97.8,0.0,97.8,0.27390583333333335,1.0717030277787287,0.0021916217336988317
9,500,500,0,0,4,99.2,0.0,99.2,0.23553750000000004,1.0423660833342647,0.0021015445228513402
10,500,500,0,0,10,98.0,0.0,98.0,0.39596250000000005,1.1969688055555971,0.002442793480725708
11,500,500,0,0,12,97.6,0.0,97.6,0.26215249999999996,1.0263031388889228,0.002103080202641235
12,500,500,0,0,7,98.6,0.0,98.6,0.18865333333333334,1.0041423333341826,0.002036799864775218
13,500,500,0,0,12,97.6,0.0,97.6,0.1425441666666667,0.9418886388894558,0.0019300996698554424
14,500,500,0,0,12,97.6,0.0,97.6,0.23667666666666662,1.0269747222222536,0.0021044563979964216
15,500,500,0,0,14,97.2,0.0,97.2,0.30435999999999996,1.110388805555655,0.00228475062871534
16,500,500,0,0,9,98.2,0.0,98.2,0.1640833333333333,0.9438310555557191,0.00192226284227234
17,500,500,0,0,7,98.6,0.0,98.6,0.2828958333333333,1.0658652500003194,0.0021619984787024735
18,500,500,0,0,13,97.39999999999999,0.0,97.39999999999999,0.26026666666666665,1.0499963333331106,0.0021560499657764082
19,500,500,0,0,12,97.6,0.0,97.6,0.19150916666666665,0.9656614166671351,0.0019788143784162607
20,500,500,0,0,12,97.6,0.0,97.6,0.22699500000000003,1.0052568055558204,0.002059952470401272
21,500,500,0,0,10,98.0,0.0,98.0,0.23645833333333333,1.011635638889113,0.0020645625283451283
22,500,500,0,0,12,97.6,0.0,97.6,0.30617999999999995,1.089264777778331,0.0022320999544637927
23,500,500,0,0,12,97.6,0.0,97.6,0.46132916666666673,1.244862833333512,0.002550948428962115
24,500,500,0,0,8,98.4,0.0,98.4,0.31857916666666664,1.201257861111048,0.00244158101851839
25,500,500,0,0,12,97.6,0.0,97.6,0.3935066666666666,1.2021777222224046,0.002463478938980337
26,500,500,0,0,0,100.0,0.0,100.0,0.0,0.6245979722219474,0.0012491959444438949
27,500,500,0,0,14,97.2,0.0,97.2,0.31801999999999997,1.2680705555558316,0.0026091986739831922
28,500,500,0,0,12,97.6,0.0,97.6,0.3350208333333333,1.1183654999998787,0.002291732581966964
29,500,500,0,0,14,97.2,0.0,97.2,0.3786758333333334,1.1533993611116442,0.00237324971422149
