workload_path,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
/home/alimokhtari/Ali/projects/E2C-Drake/E2C-Sim/V1/testwkl0.csv.wkl,20,20,0,0,0,100.0,0.0,100.0,0.0,0.20833538888886363,0.010416769444443181
