workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,342,658,0,103,23.9,0.0,23.9,0.5799033333333332,1.4657849444444098,0.006132991399348995
1,1000,482,518,0,238,24.4,0.0,24.4,0.37583333333333324,1.4583031388886674,0.005976652208560112
2,1000,407,593,0,165,24.2,0.0,24.2,0.5262000000000001,1.467034472222343,0.006062125918274145
3,1000,340,660,0,100,24.0,0.0,24.0,0.435395,1.4529509166665957,0.006053962152777482
4,1000,342,658,0,112,23.0,0.0,23.0,0.4919124999999999,1.4410623888889191,0.006265488647343127
5,1000,340,660,0,82,25.8,0.0,25.8,0.3592491666666668,1.5181873333332703,0.005884447028423529
6,1000,414,586,0,174,24.0,0.0,24.0,0.508135,1.4649945277777605,0.0061041438657406695
7,1000,409,591,0,165,24.4,0.0,24.4,0.39099166666666674,1.4691602500000185,0.006021148565573847
8,1000,515,485,0,276,23.9,0.0,23.9,0.5123208333333331,1.4479937222225028,0.006058551139006288
9,1000,438,562,0,198,24.0,0.0,24.0,0.580095,1.4557788611109814,0.0060657452546290895
10,1000,418,582,0,172,24.6,0.0,24.6,0.3286658333333333,1.4601030833332496,0.0059353783875335355
11,1000,358,642,0,114,24.4,0.0,24.4,0.4115733333333333,1.4455651666665574,0.005924447404371136
12,1000,491,509,0,254,23.7,0.0,23.7,0.5396749999999999,1.479434805555874,0.006242340951712547
13,1000,334,666,0,82,25.2,0.0,25.2,0.4677158333333333,1.5150161944441627,0.006011969025572074
14,1000,315,685,0,73,24.2,0.0,24.2,0.38603583333333336,1.4487500555555743,0.005986570477502374
15,1000,343,657,0,105,23.799999999999997,0.0,23.799999999999997,0.47448333333333326,1.473496805555656,0.006191163048553178
16,1000,405,595,0,165,24.0,0.0,24.0,0.5851116666666667,1.4860656944444377,0.00619194039351849
17,1000,339,661,0,73,26.6,0.0,26.6,0.4699841666666667,1.528956361110985,0.005747956244778139
18,1000,341,659,0,110,23.1,0.0,23.1,0.6121916666666666,1.448877749999956,0.006272198051947861
19,1000,334,666,0,87,24.7,0.0,24.7,0.580755,1.499098361111343,0.00606922413405402
20,1000,403,597,0,170,23.3,0.0,23.3,0.46527916666666663,1.4345925277778104,0.006157049475441246
21,1000,436,564,0,195,24.099999999999998,0.0,24.099999999999998,0.48437833333333324,1.4621406666668189,0.006066973720609208
22,1000,325,675,0,88,23.7,0.0,23.7,0.36586583333333333,1.4482240555556847,0.006110650023441707
23,1000,323,677,0,81,24.2,0.0,24.2,0.49705333333333324,1.4435866111116775,0.005965233930213543
24,1000,335,665,0,102,23.3,0.0,23.3,0.5394191666666666,1.436557194444516,0.006165481521221097
25,1000,417,583,0,188,22.900000000000002,0.0,22.900000000000002,0.5778483333333332,1.4639912222227012,0.006392974769531444
26,1000,353,647,0,93,26.0,0.0,26.0,0.5195383333333333,1.558021638889105,0.00599239091880425
27,1000,340,660,0,108,23.200000000000003,0.0,23.200000000000003,0.4558741666666667,1.439257777777966,0.006203697318008474
28,1000,393,607,0,162,23.1,0.0,23.1,0.4750008333333334,1.4258345000000232,0.0061724437229438225
29,1000,334,666,0,96,23.799999999999997,0.0,23.799999999999997,0.36341333333333325,1.4710800555557135,0.006181008636788713
