Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,999,1,0,159,84.0,0.0,84.0,10.961816666666644,93.1879805555555,0.11093807208994702
1,1000,1000,0,0,144,85.6,0.0,85.6,10.411466666666675,94.32455277777792,0.11019223455347889
2,1000,1000,0,0,175,82.5,0.0,82.5,10.818550000000041,89.9052694444445,0.10897608417508424
3,1000,1000,0,0,149,85.1,0.0,85.1,9.935516666666668,91.4679666666666,0.10748292205248718
4,1000,1000,0,0,165,83.5,0.0,83.5,11.178416666666665,93.49588611111092,0.11197112109115082
5,1000,1000,0,0,152,84.8,0.0,84.8,9.75826666666666,92.97709999999995,0.10964280660377354
6,1000,1000,0,0,148,85.2,0.0,85.2,10.46268333333332,92.56802777777771,0.10864791992696916
7,1000,1000,0,0,127,87.3,0.0,87.3,8.497100000000009,94.15332777777778,0.10785031818760339
8,1000,1000,0,0,166,83.39999999999999,0.0,83.39999999999999,10.32458333333333,92.1313527777778,0.11046924793498539
9,1000,1000,0,0,145,85.5,0.0,85.5,10.562833333333357,93.10472500000006,0.10889441520467844
10,1000,999,1,0,158,84.1,0.0,84.1,12.06421666666665,95.12347222222228,0.11310757695864716
11,1000,1000,0,0,131,86.9,0.0,86.9,9.771683333333288,93.67040000000013,0.10779102416570785
12,1000,1000,0,0,120,88.0,0.0,88.0,7.633566666666682,93.31473333333335,0.10603946969696972
13,1000,1000,0,0,157,84.3,0.0,84.3,10.243099999999995,91.73148888888893,0.10881552655858712
14,1000,999,1,0,153,84.6,0.0,84.6,10.330750000000018,93.62606111111116,0.11066910296821648
15,1000,1000,0,0,154,84.6,0.0,84.6,9.982833333333357,91.71237222222221,0.10840705936432884
16,1000,1000,0,0,118,88.2,0.0,88.2,8.824300000000024,93.2952750000001,0.10577695578231303
17,1000,1000,0,0,171,82.89999999999999,0.0,82.89999999999999,12.380166666666668,89.82420000000005,0.10835247285886618
18,1000,1000,0,0,158,84.2,0.0,84.2,10.080599999999997,91.3313333333333,0.10846951702296118
19,1000,1000,0,0,129,87.1,0.0,87.1,7.924133333333343,90.12854444444439,0.10347708891440228
20,1000,1000,0,0,167,83.3,0.0,83.3,10.30940000000001,91.14872222222237,0.1094222355608912
21,1000,1000,0,0,154,84.6,0.0,84.6,10.384583333333289,92.61719722222226,0.10947659246125564
22,1000,1000,0,0,126,87.4,0.0,87.4,8.372333333333346,93.72419444444445,0.1072359204169845
23,1000,1000,0,0,136,86.4,0.0,86.4,10.61783333333333,93.62660833333328,0.10836413001543205
24,1000,1000,0,0,150,85.0,0.0,85.0,9.73604999999997,92.17697222222233,0.10844349673202627
25,1000,999,1,0,166,83.3,0.0,83.3,12.068350000000052,95.87445277777783,0.11509538148592777
26,1000,1000,0,0,187,81.3,0.0,81.3,12.943966666666674,91.52430833333344,0.11257602501025023
27,1000,1000,0,0,164,83.6,0.0,83.6,11.049266666666659,91.76756388888887,0.10976981326422112
28,1000,1000,0,0,166,83.39999999999999,0.0,83.39999999999999,11.580533333333404,91.87509166666685,0.11016198041566772
29,1000,1000,0,0,138,86.2,0.0,86.2,9.937783333333352,93.81521944444445,0.10883436130445993
