workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,1000,0,0,831,16.900000000000002,0.0,16.900000000000002,0.5382641666666667,1.2363335277773957,0.007315583004599974
1,1000,1000,0,0,820,18.0,0.0,18.0,0.44011500000000003,1.2406222500009365,0.0068923458333385364
2,1000,1000,0,0,825,17.5,0.0,17.5,0.4378916666666668,1.2459610555559468,0.007119777460319696
3,1000,1000,0,0,835,16.5,0.0,16.5,0.5376375,1.225560083334276,0.007427636868692582
4,1000,1000,0,0,834,16.6,0.0,16.6,0.4940116666666667,1.2045401111118876,0.007256265729589684
5,1000,1000,0,0,826,17.4,0.0,17.4,0.5323433333333335,1.2670145833328166,0.0072816930076598655
6,1000,1000,0,0,828,17.2,0.0,17.2,0.45854583333333326,1.254698583334539,0.007294759205433365
7,1000,1000,0,0,828,17.2,0.0,17.2,0.5424675,1.2493750833335961,0.007263808624032535
8,1000,1000,0,0,835,16.5,0.0,16.5,0.5507308333333334,1.2257895555553195,0.007429027609426179
9,1000,1000,0,0,835,16.5,0.0,16.5,0.5451050000000001,1.2290464444450238,0.007448766329969842
10,1000,1000,0,0,836,16.400000000000002,0.0,16.400000000000002,0.5682366666666666,1.2451039722224717,0.007592097391600435
11,1000,1000,0,0,836,16.400000000000002,0.0,16.400000000000002,0.5497266666666665,1.2312816388887748,0.007507814871273016
12,1000,1000,0,0,829,17.1,0.0,17.1,0.5174525,1.236741166667974,0.007232404483438443
13,1000,1000,0,0,827,17.299999999999997,0.0,17.299999999999997,0.5528791666666666,1.2702436111117843,0.007342448619143262
14,1000,1000,0,0,828,17.2,0.0,17.2,0.484055,1.2069260555559596,0.0070170119509067415
15,1000,1000,0,0,836,16.400000000000002,0.0,16.400000000000002,0.5440524999999999,1.2461904722229196,0.007598722391603167
16,1000,1000,0,0,829,17.1,0.0,17.1,0.6071516666666668,1.242148472222551,0.007264026153348253
17,1000,1000,0,0,833,16.7,0.0,16.7,0.6489016666666667,1.2766775277787625,0.007644775615441692
18,1000,1000,0,0,833,16.7,0.0,16.7,0.5537408333333333,1.2376470277770324,0.007411060046569058
19,1000,1000,0,0,827,17.299999999999997,0.0,17.299999999999997,0.5696950000000001,1.2654731111117548,0.007314873474634422
20,1000,1000,0,0,832,16.8,0.0,16.8,0.6399758333333333,1.2388920833336627,0.00737435763889085
21,1000,1000,0,0,831,16.900000000000002,0.0,16.900000000000002,0.52597,1.2223048055555974,0.007232572813938447
22,1000,1000,0,0,835,16.5,0.0,16.5,0.5404408333333334,1.2329245555562052,0.007472270033673971
23,1000,1000,0,0,832,16.8,0.0,16.8,0.5329324999999998,1.2334606111120472,0.007342027447095519
24,1000,1000,0,0,834,16.6,0.0,16.6,0.5163683333333333,1.204707555556007,0.007257274431060282
25,1000,1000,0,0,837,16.3,0.0,16.3,0.5766941666666667,1.241468277777555,0.007616369802316287
26,1000,1000,0,0,819,18.099999999999998,0.0,18.099999999999998,0.5367833333333332,1.2861056666668285,0.0071055561694299925
27,1000,1000,0,0,839,16.1,0.0,16.1,0.6263825000000001,1.209671750000222,0.007513489130436162
28,1000,1000,0,0,839,16.1,0.0,16.1,0.6218675000000001,1.2054162222228963,0.007487057280887555
29,1000,1000,0,0,829,17.1,0.0,17.1,0.5401191666666666,1.2438618888893365,0.0072740461338557695
