0,1,2,3,4
625.0,0.0,-0.8877600000000003,25.0,0.0
2525.0,5.0,0.0,2525.0,0.0
3775.0,3.0,-7.606141839801802,2538.0,0.0
3788.0,3.0,-6.489864027944667,2546.0,0.0
3821.0,0.0,-1.303444392640926,2771.0,0.0
4022.0,5.0,-0.2,4022.0,0.0
4049.0,4.0,-0.2,4049.0,0.0
4038.0,1.0,-5.0544086699086614,2796.0,0.0
4046.0,5.0,-0.2,4046.0,0.0
4073.0,5.0,-0.4,4073.0,0.0
4063.0,3.0,-9.601964956753433,2821.0,0.0
4096.0,0.0,-0.25442504979135205,3046.0,0.0
4297.0,5.0,-0.2,4297.0,0.0
4298.0,5.0,-0.4,4298.0,0.0
4288.0,1.0,-8.877758094982573,3046.0,0.0
4296.0,5.0,-0.2,4296.0,0.0
4296.0,5.0,-0.4,4296.0,0.0
4298.0,5.0,-0.8,4298.0,0.0
4298.0,5.0,-1.6,4298.0,0.0
4298.0,5.0,-3.2,4298.0,0.0
4299.0,5.0,-6.4,4299.0,0.0
4288.0,1.0,-6.111664141383617,3046.0,0.0
4096.0,0.0,-1.5864870316466901,3046.0,0.0
4297.0,5.0,-0.2,4297.0,0.0
4097.0,0.0,-0.14201692540699787,3047.0,0.0
4298.0,5.0,-0.2,4298.0,0.0
4298.0,5.0,-0.4,4298.0,0.0
4288.0,1.0,-7.478760771130996,3046.0,0.0
4296.0,5.0,-0.2,4296.0,0.0
4299.0,5.0,-0.4,4299.0,0.0
4288.0,1.0,-3.0018258138854175,3046.0,0.0
3671.0,3.0,-1.0,3671.0,0.0
3671.0,3.0,-1.0,3671.0,0.0
3673.0,4.0,-0.8,2423.0,0.0
2223.0,0.0,-1.1193621922981225,2948.0,0.0
3573.0,4.0,-1.6,2323.0,0.0
1924.0,0.0,-0.044340359920239415,2649.0,0.0
3888.0,1.0,-2.751724139438446,2646.0,0.0
3271.0,5.0,-0.2,3271.0,0.0
3271.0,5.0,-0.4,3271.0,0.0
3272.0,3.0,-1.0,3272.0,0.0
3288.0,3.0,-0.06459404339785002,2667.0,0.0
3917.0,3.0,-1.0,3917.0,0.0
3901.0,1.0,1.2123482432380441,2659.0,0.0
3936.0,4.0,-0.2,3936.0,0.0
3937.0,3.0,-1.0,3937.0,0.0
3938.0,1.0,-5.9514476662061595,2696.0,0.0
3313.0,3.0,-1.527299737979821,2692.0,0.0
3942.0,3.0,-1.0,3942.0,0.0
3793.0,0.0,-0.24476605550480263,2743.0,0.0
3993.0,3.0,-1.0,3993.0,0.0
4093.0,0.0,-0.9593203078545409,3043.0,0.0
3670.0,3.0,-1.0,3670.0,0.0
3470.0,0.0,-0.02267787007431283,1170.0,0.0
2401.0,1.0,0.18118918590814048,3030.0,0.0
4276.0,1.0,-7.020985403434115,3034.0,0.0
