Execution Time
0.3167
0.1191
0.1125
0.1061
0.1006
0.0989
0.0987
0.0989
0.0994
0.0989
0.0989
0.0990
0.0990
0.0992
0.0992
0.0995
0.0991
0.0990
0.0995
0.0992
0.0992
0.0992
0.0992
0.0992
0.0989
0.0993
0.0988
0.0990
0.0986
0.0988
0.0988
0.0987
0.0987
0.0987
0.0992
0.0990
0.0988
0.0994
0.0988
0.0993
0.0988
0.0989
0.0983
0.0992
0.0996
0.0993
0.0991
0.0988
0.0995
0.0992
0.0996
0.0993
0.0992
0.0991
0.0993
0.0988
0.0993
0.0988
0.0990
0.0986
0.0984
0.0984
0.0990
0.0994
0.0993
0.0995
0.0991
0.0990
0.0990
0.0986
0.0990
0.0987
0.0996
0.0993
0.0996
0.0996
0.0992
0.0996
0.0989
0.0996
0.0990
0.0991
0.0995
0.0995
0.0995
0.0992
0.0990
0.0995
0.0986
0.0991
0.0993
0.0993
0.0992
0.0990
0.0987
0.0988
0.0981
0.0986
0.0990
0.0990
0.2815
0.0988
0.0988
0.0985
0.0989
0.0990
0.0987
0.0986
0.0980
0.0993
0.0989
0.0986
0.0984
0.0988
0.0984
0.0987
0.0986
0.0986
0.0987
0.0985
0.0992
0.0990
0.0986
0.0990
0.0987
0.0988
0.0988
0.0986
0.0991
0.0988
0.0991
0.0986
0.0986
0.0990
0.0990
0.0995
0.0990
0.0979
0.0981
0.0985
0.0984
0.0984
0.0986
0.0985
0.0975
0.0980
0.0982
0.0984
0.0985
0.0989
0.0991
0.0988
0.0987
0.0986
0.0986
0.0990
0.0987
0.0986
0.0984
0.0988
0.0987
0.0995
0.0989
0.0989
0.0993
0.0991
0.0988
0.0995
0.0995
0.0984
0.0984
0.0994
0.0990
0.0989
0.0982
0.0988
0.0993
0.0989
0.0990
0.0990
0.0987
0.0988
0.0996
0.0994
0.0990
0.0987
0.0995
0.0988
0.0984
0.0985
0.0988
0.0991
0.0987
0.0987
0.0987
0.0982
0.0976
0.0980
0.0983
0.0987
0.2827
0.0993
0.0986
0.0986
0.0990
0.0986
0.0994
0.0994
0.0994
0.0994
0.0991
0.0983
0.0985
0.0984
0.0987
0.0986
0.0981
0.0987
0.0985
0.0986
0.0985
0.0988
0.0993
0.0996
0.0994
0.0994
0.0992
0.0992
0.0988
0.0996
0.0990
0.0991
0.0993
0.0991
0.0991
0.0991
0.0992
0.0986
0.0986
0.0992
0.0989
0.0985
0.0982
0.0983
0.0986
0.0988
0.0981
0.0985
0.0983
0.0980
0.0986
0.0985
0.0989
0.0992
0.0988
0.0985
0.0994
0.0989
0.0992
0.0991
0.0989
0.0986
0.0989
0.0990
0.0988
0.0992
0.0989
0.0980
0.0996
0.0992
0.0987
0.0989
0.0989
0.0992
0.0993
0.0987
0.0988
0.0985
0.0983
0.0985
0.0987
0.0995
0.0991
0.0987
0.0991
0.0991
0.0990
0.0985
0.0987
0.0994
0.0989
0.0984
0.0985
0.0985
0.0989
0.0981
0.0991
0.0991
0.0990
0.0993
0.2939
0.1071
0.1041
0.0991
0.0991
0.0994
0.0994
0.0992
0.0992
0.0992
0.0986
0.0991
0.0992
0.0985
0.0990
0.0986
0.0991
0.0993
0.0993
0.0982
0.0987
0.0991
0.0994
0.0988
0.0987
0.0993
0.0991
0.0992
0.0989
0.0988
0.0988
0.0994
0.0994
0.0994
0.0983
0.0992
0.0996
0.0991
0.0989
0.0988
0.0992
0.0996
0.0996
0.0991
0.0989
0.0986
0.0984
0.0992
0.0986
0.0986
0.0986
0.0987
0.0983
0.0988
0.0989
0.0991
0.0988
0.0989
0.0993
0.0987
0.0993
0.0994
0.0994
0.0988
0.0994
0.0990
0.0991
0.0991
0.0991
0.0996
0.0993
0.0992
0.0983
0.0996
0.0985
0.0989
0.0991
0.0988
0.0983
0.0979
0.0990
0.1001
0.0983
0.0991
0.0989
0.0988
0.0996
0.0985
0.0992
0.0986
0.0981
0.0990
0.0994
0.0997
0.0984
0.0992
0.0992
0.0996
0.0992
0.0989
0.2853
0.0989
0.0982
0.0991
