BQ-2,BQ-1,CPU-Pending,CPU-Running,CPU-PL,GPU-Pending,GPU-Running,GPU-PL,,BQ1-CPU,BQ1-GPU,BQ2-CPU,BQ2-GPU,BQ1-Defer,BQ2-Defer,
,1,2,2,2,1,2,3,,-0.604,-0.600,-0.792,-0.601,0.200,0.000,0.20
,1,2,2,2,2,2,0,,-0.603,-0.603,-0.602,-0.601,0.200,-0.594,0.20
,1,2,2,2,2,2,1,,-0.990,-0.600,-0.600,-0.600,0.200,-0.594,0.20
,1,2,2,2,2,2,2,,-0.990,-0.600,-0.600,-0.601,0.200,-0.594,0.20
,1,2,2,2,2,2,3,,-0.604,-0.603,-0.600,-0.693,0.200,-0.600,0.20
,1,2,2,3,,,,,-0.504,-0.999,-0.500,-0.500,-1.192,-0.500,-0.50
,1,2,2,3,,1,0,,-0.599,-0.767,-0.599,-0.501,0.002,-0.500,0.00
,1,2,2,3,,1,1,,-0.990,4.952,-0.891,-0.900,-0.099,-0.900,4.95
,1,2,2,3,,1,2,,-0.990,4.955,-0.900,-0.891,0.000,-0.900,4.96
,1,2,2,3,,1,3,,-0.901,4.988,0.000,-0.891,0.000,0.000,4.99
,1,2,2,3,1,1,0,,-0.990,-0.891,-0.792,-0.693,0.200,0.000,0.20
,1,2,2,3,1,1,1,,-0.990,-0.891,-0.792,-0.693,0.200,-0.891,0.20
,1,2,2,3,1,1,2,,-0.990,-0.891,-0.792,-0.693,0.200,-0.594,0.20
,1,2,2,3,1,1,3,,-0.990,-0.891,-0.602,-0.601,0.200,0.000,0.20
,1,2,2,3,2,1,0,,-0.990,-0.702,-0.602,-0.693,0.200,0.000,0.20
,1,2,2,3,2,1,1,,-0.990,-0.891,-0.792,-0.693,0.200,-0.594,0.20
,1,2,2,3,2,1,2,,-0.990,-0.891,-0.792,-0.693,0.200,0.000,0.20
,1,2,2,3,2,1,3,,-0.990,-0.891,-0.602,-0.601,0.200,0.000,0.20
,1,2,2,3,,2,0,,-0.900,-0.954,-0.600,-0.600,0.200,-0.603,0.20
,1,2,2,3,,2,1,,-0.900,4.970,-0.900,-0.900,-0.100,-0.900,4.97
,1,2,2,3,,2,2,,-0.900,4.952,-0.900,-0.900,-0.100,-0.900,4.95
,1,2,2,3,,2,3,,-0.603,-1.223,-0.900,-0.900,0.197,-0.900,0.20
,1,2,2,3,1,2,0,,-0.602,-0.891,-0.792,-0.891,0.200,0.000,0.20
,1,2,2,3,1,2,1,,-0.604,-0.603,-0.792,-0.600,0.200,-0.594,0.20
,1,2,2,3,1,2,2,,-0.604,-0.600,-0.602,-0.693,0.200,-0.594,0.20
,1,2,2,3,1,2,3,,-0.990,-0.891,-0.600,-0.693,0.200,-0.600,0.20
,1,2,2,3,2,2,0,,-0.600,-0.600,-0.604,-0.693,0.200,-0.600,0.20
,1,2,2,3,2,2,1,,-0.990,-0.600,-0.600,-0.693,0.200,-0.594,0.20
,1,2,2,3,2,2,2,,-0.600,-0.603,-0.602,-0.600,0.200,-0.594,0.20
,1,2,2,3,2,2,3,,-0.990,-0.603,-0.600,-0.600,0.200,-0.600,0.20
1,1,,,,,,,,-0.597,-0.599,-1.233,3.578,0.100,0.099,3.58
1,1,,,,,1,0,,-1.024,4.862,-1.005,-1.013,-1.188,-1.092,4.86
1,1,,,,,1,1,,-0.590,-0.804,-0.632,4.647,-1.186,-1.092,4.65
1,1,,,,,1,2,,-0.664,-0.613,-0.711,5.262,-1.188,-1.088,5.26
1,1,,,,,1,3,,-0.699,-0.815,-0.753,4.214,-2.883,-1.086,4.21
1,1,,,,1,1,0,,-0.488,-0.700,-0.589,-0.700,-0.396,0.300,0.30
1,1,,,,1,1,1,,-0.775,-0.700,-0.704,-0.700,-1.186,-1.092,-0.70
1,1,,,,1,1,2,,-0.713,-0.702,-0.732,-0.700,-1.186,-1.086,-0.70
1,1,,,,1,1,3,,-0.769,-0.700,-0.714,-0.700,-1.186,-1.092,-0.70
1,1,,,,2,1,0,,-1.091,-0.900,5.208,-0.901,-1.186,-1.092,5.21
1,1,,,,2,1,1,,-0.776,-0.700,-0.807,-0.700,-2.770,-1.092,-0.70
1,1,,,,2,1,2,,-0.709,-0.703,-0.740,-0.700,-1.186,-1.088,-0.70
1,1,,,,2,1,3,,-0.870,-0.896,-0.750,-0.700,-1.186,-1.092,-0.70
1,1,,,,,2,0,,-1.403,-0.663,-0.731,4.958,-1.186,-1.092,4.96
1,1,,,,,2,1,,-0.888,-0.821,-1.111,4.672,-1.186,-1.092,4.67
1,1,,,,,2,2,,-0.606,-0.281,-0.596,-0.703,-2.776,-1.092,-0.28
1,1,,,,,2,3,,-0.589,46.819,-1.021,-1.183,-1.513,-1.090,46.82
1,1,,,,1,2,0,,-0.550,-0.700,-0.711,-0.700,-1.192,-1.092,-0.55
1,1,,,,1,2,1,,-0.717,-0.799,-0.718,-0.700,-1.188,-1.092,-0.70
1,1,,,,1,2,2,,-1.016,-0.900,-0.966,-0.900,-1.513,-1.092,-0.90
1,1,,,,1,2,3,,-0.976,-0.900,-0.902,-0.900,-1.186,-2.676,-0.90
1,1,,,,2,2,0,,-0.847,-0.700,-0.980,-0.700,-2.772,-1.092,-0.70
1,1,,,,2,2,1,,-0.701,-0.898,-0.948,-0.700,-1.188,-1.086,-0.70
1,1,,,,2,2,2,,-0.780,-0.896,-0.828,-0.700,-1.188,-1.088,-0.70
1,1,,,,2,2,3,,-1.498,-0.900,-1.587,-0.997,-3.081,-1.092,-0.90
1,1,,1,0,,,,,-0.912,-0.627,-0.912,5.131,-1.188,0.088,5.13
1,1,,1,0,,1,0,,-0.725,0.911,-0.739,-0.998,-1.186,-1.092,0.91
1,1,,1,0,,1,1,,-0.992,-0.736,-0.931,0.555,-2.772,-2.670,0.56
1,1,,1,0,,1,2,,-0.883,0.970,-0.915,-0.533,-1.186,-1.092,0.97
1,1,,1,0,,1,3,,-0.839,-0.815,-1.060,1.420,-1.299,-1.092,1.42
1,1,,1,0,1,1,0,,-0.716,-0.702,-0.645,-0.700,-1.186,0.300,0.30
1,1,,1,0,1,1,1,,-0.783,-0.700,-0.705,-0.700,-1.186,-1.092,-0.70
1,1,,1,0,1,1,2,,-0.710,-0.897,-0.763,-0.700,-1.192,-1.092,-0.70
1,1,,1,0,1,1,3,,-0.775,-0.702,-0.889,-0.700,-1.186,-1.086,-0.70
1,1,,1,0,2,1,0,,-0.937,-0.500,-0.925,-0.502,-0.394,0.300,0.30
1,1,,1,0,2,1,1,,-0.790,-0.700,-0.830,-0.700,-1.186,-1.086,-0.70
1,1,,1,0,2,1,2,,-0.972,-0.702,-1.031,-0.700,-2.770,-12.174,-0.70
1,1,,1,0,2,1,3,,-1.031,-0.700,-1.022,-0.700,-1.186,0.300,0.30
1,1,,1,0,,2,0,,-1.293,1.077,-0.924,-1.271,-1.186,-1.092,1.08
1,1,,1,0,,2,1,,-0.866,-0.668,-0.915,0.938,-1.188,-1.088,0.94
1,1,,1,0,,2,2,,-0.918,11.083,-1.024,-0.822,-1.186,-1.092,11.08
1,1,,1,0,,2,3,,-0.883,-0.371,-0.923,0.383,-1.188,-2.676,0.38
1,1,,1,0,1,2,0,,-0.701,-0.897,-0.704,-0.700,-1.186,-1.092,-0.70
1,1,,1,0,1,2,1,,-0.864,-0.702,-0.723,-0.700,-2.770,-1.092,-0.70
1,1,,1,0,1,2,2,,-0.716,-0.896,-0.722,-0.700,0.200,-1.092,0.20
1,1,,1,0,1,2,3,,-0.875,-0.700,-0.979,-0.700,-1.186,-1.092,-0.70
1,1,,1,0,2,2,0,,-1.079,-0.896,-0.740,-0.700,-2.772,-1.092,-0.70
1,1,,1,0,2,2,1,,-0.876,-0.702,-0.919,-0.700,-1.192,-1.092,-0.70
1,1,,1,0,2,2,2,,-0.716,-0.700,-0.704,-0.700,0.198,-1.086,0.20
1,1,,1,0,2,2,3,,-0.811,-0.702,-0.822,-0.700,-1.186,0.300,0.30
1,1,,1,1,,,,,-0.920,-0.812,-0.904,3.844,-1.192,-1.092,3.84
1,1,,1,1,,1,0,,-0.827,-0.612,-1.042,-0.778,0.200,-1.092,0.20
1,1,,1,1,,1,1,,-0.806,-0.784,-0.941,-0.579,0.198,-1.086,0.20
1,1,,1,1,,1,2,,-0.976,-0.687,-0.933,0.701,-1.186,-1.092,0.70
1,1,,1,1,,1,3,,-0.935,-0.619,-0.926,5.197,-1.186,-1.086,5.20
1,1,,1,1,1,1,0,,-0.732,-0.700,-0.731,-0.700,-1.192,-1.092,-0.70
1,1,,1,1,1,1,1,,-0.733,-0.700,-0.814,-0.700,-1.186,-1.086,-0.70
1,1,,1,1,1,1,2,,-0.728,-0.700,-0.711,-0.700,-1.186,-1.092,-0.70
1,1,,1,1,1,1,3,,-0.780,-0.700,-0.765,-0.700,-1.186,-1.092,-0.70
1,1,,1,1,2,1,0,,-0.714,-0.897,-0.730,-0.700,0.200,-1.092,0.20
1,1,,1,1,2,1,1,,-0.894,-0.702,-0.745,-0.700,-1.186,-1.092,-0.70
1,1,,1,1,2,1,2,,-0.719,-0.700,-0.701,-0.700,-1.186,-1.092,-0.70
1,1,,1,1,2,1,3,,-0.733,-0.896,-0.868,-0.700,-1.186,-1.092,-0.70
1,1,,1,1,,2,0,,-1.051,-0.680,-1.612,0.856,-1.186,-1.092,0.86
1,1,,1,1,,2,1,,-0.920,-0.669,-0.942,5.158,-1.186,-1.092,5.16
1,1,,1,1,,2,2,,-0.955,-0.963,-0.927,5.330,-1.187,-2.672,5.33
1,1,,1,1,,2,3,,-0.896,-0.907,-0.927,5.388,-1.186,-1.092,5.39
1,1,,1,1,1,2,0,,-0.714,-0.896,-0.764,-0.700,-1.186,-1.092,-0.70
1,1,,1,1,1,2,1,,-0.711,-0.999,-0.780,-0.700,-1.188,-1.092,-0.70
1,1,,1,1,1,2,2,,-0.768,-0.700,-0.790,-0.700,-1.186,-1.092,-0.70
1,1,,1,1,1,2,3,,-0.996,-0.900,-0.957,-0.900,-1.186,-1.092,-0.90
1,1,,1,1,2,2,0,,-1.108,-0.900,5.330,-0.900,-2.772,-1.092,5.33
1,1,,1,1,2,2,1,,-0.707,-0.702,-0.781,-0.700,-1.192,-1.092,-0.70
1,1,,1,1,2,2,2,,-0.772,-0.700,-0.852,-0.700,-1.186,0.300,0.30
1,1,,1,1,2,2,3,,-0.736,-0.700,-0.729,-0.700,-1.186,-1.092,-0.70
1,1,,1,2,,,,,-0.611,-0.484,-0.611,5.433,-1.188,-1.092,5.43
1,1,,1,2,,1,0,,-0.835,-0.788,-0.820,4.951,-1.186,-1.086,4.95
1,1,,1,2,,1,1,,-0.908,-0.272,-0.876,-0.281,-2.770,-0.294,-0.27
1,1,,1,2,,1,2,,-0.927,-0.694,-0.894,0.404,-1.186,-1.092,0.40
1,1,,1,2,,1,3,,-0.916,-0.725,-0.992,-0.594,-2.770,0.100,0.10
1,1,,1,2,1,1,0,,-0.629,-0.700,-0.735,-0.502,-1.192,0.300,0.30
1,1,,1,2,1,1,1,,-0.776,-0.896,-0.855,-0.700,-1.188,-1.092,-0.70
1,1,,1,2,1,1,2,,-0.719,-0.700,-0.982,-0.700,-1.186,-1.086,-0.70
1,1,,1,2,1,1,3,,-0.719,-0.702,-0.874,-0.700,-1.186,-1.086,-0.70
1,1,,1,2,2,1,0,,-0.715,-0.702,-0.722,-0.700,-1.186,0.300,0.30
1,1,,1,2,2,1,1,,-0.712,-0.891,-0.736,-0.700,-1.186,-1.092,-0.70
1,1,,1,2,2,1,2,,-0.820,-0.891,-0.561,-0.502,-1.188,0.300,0.30
1,1,,1,2,2,1,3,,-0.918,-0.702,-1.034,-0.700,-1.186,-5.838,-0.70
1,1,,1,2,,2,0,,-1.018,-1.018,-1.466,4.907,-1.186,-1.092,4.91
1,1,,1,2,,2,1,,-0.901,-0.792,-1.156,-0.486,-1.186,0.102,0.10
1,1,,1,2,,2,2,,-0.828,-0.362,-0.895,-0.593,-1.188,0.300,0.30
1,1,,1,2,,2,3,,-0.926,-0.889,-1.147,-0.847,-1.186,-1.088,-0.85
1,1,,1,2,1,2,0,,-0.760,-0.700,-0.747,-0.700,-1.186,-1.092,-0.70
1,1,,1,2,1,2,1,,-0.932,-0.900,-1.277,-0.997,-2.770,-1.092,-0.90
1,1,,1,2,1,2,2,,-0.774,-0.700,-0.736,-0.700,-2.770,-1.092,-0.70
1,1,,1,2,1,2,3,,-0.722,-0.700,-0.719,-0.700,-5.944,-1.092,-0.70
1,1,,1,2,2,2,0,,-0.925,-0.896,-0.715,-0.700,-1.192,0.300,0.30
1,1,,1,2,2,2,1,,-0.703,-0.702,-1.009,-0.700,-5.938,-1.088,-0.70
1,1,,1,2,2,2,2,,-0.783,-0.700,-0.894,-0.700,-1.186,-1.092,-0.70
1,1,,1,2,2,2,3,,-0.805,-0.700,-1.221,-0.700,-1.192,-1.092,-0.70
1,1,,1,3,,,,,-0.711,-0.514,-0.665,3.988,-1.188,0.088,3.99
1,1,,1,3,,1,0,,-0.734,-0.892,-0.856,5.244,-1.186,-1.086,5.24
1,1,,1,3,,1,1,,-1.121,-0.667,-1.024,5.365,-1.186,-1.086,5.36
1,1,,1,3,,1,2,,-0.825,-1.001,-0.906,5.349,-1.299,0.088,5.35
1,1,,1,3,,1,3,,-0.852,-0.578,-0.862,5.281,-1.186,-1.088,5.28
1,1,,1,3,1,1,0,,-0.756,-0.898,-0.647,-0.700,-0.396,0.294,0.29
1,1,,1,3,1,1,1,,-0.727,-0.700,-0.751,-0.700,-5.944,-1.086,-0.70
1,1,,1,3,1,1,2,,-0.812,-0.700,-0.741,-0.700,-2.772,-2.670,-0.70
1,1,,1,3,1,1,3,,-0.708,-0.702,-0.916,-0.700,-2.770,-1.092,-0.70
1,1,,1,3,2,1,0,,-0.612,-0.504,-1.050,-0.500,0.002,0.300,0.30
1,1,,1,3,2,1,1,,-0.702,-0.702,-1.036,-0.700,-2.776,-1.092,-0.70
1,1,,1,3,2,1,2,,-0.800,-0.700,-0.923,-0.700,-1.186,-1.086,-0.70
1,1,,1,3,2,1,3,,-0.755,-0.702,-0.711,-0.700,-1.186,-1.086,-0.70
1,1,,1,3,,2,0,,-0.821,-0.698,-1.629,0.565,-1.188,-1.092,0.56
1,1,,1,3,,2,1,,-0.870,-0.840,-0.858,0.202,-2.770,-1.088,0.20
1,1,,1,3,,2,2,,-1.214,5.315,-0.898,-0.522,-1.186,-1.086,5.32
1,1,,1,3,,2,3,,-0.690,-0.736,-0.966,5.387,-2.770,-1.086,5.39
1,1,,1,3,1,2,0,,-0.816,-0.700,-0.708,-0.700,-2.772,-1.092,-0.70
1,1,,1,3,1,2,1,,-0.756,-0.700,-0.971,-0.700,-1.186,-1.092,-0.70
1,1,,1,3,1,2,2,,-0.909,-0.900,-0.968,-0.700,-1.186,-1.092,-0.70
1,1,,1,3,1,2,3,,-0.759,-0.700,-0.977,-0.700,-1.186,-2.670,-0.70
1,1,,1,3,2,2,0,,-0.598,-0.897,-0.937,-0.700,0.200,-1.092,0.20
1,1,,1,3,2,2,1,,-0.738,-0.700,-0.806,-0.700,-1.186,-1.092,-0.70
1,1,,1,3,2,2,2,,-1.143,-0.701,-1.084,-0.700,0.198,-0.296,0.20
1,1,,1,3,2,2,3,,-0.765,-0.897,-0.713,-0.700,-0.394,-1.092,-0.39
1,1,1,1,0,,,,,-0.800,-0.820,-0.800,-0.823,-1.188,-1.092,-0.80
1,1,1,1,0,,1,0,,-0.802,-0.755,-0.701,5.384,-1.186,-1.092,5.38
1,1,1,1,0,,1,1,,-0.990,-0.810,-0.800,-0.867,-2.772,-1.092,-0.80
1,1,1,1,0,,1,2,,-0.996,-0.756,-0.792,5.339,-1.186,-1.092,5.34
1,1,1,1,0,,1,3,,-0.990,-0.915,-0.800,-0.953,-1.186,-1.086,-0.80
1,1,1,1,0,1,1,0,,-0.990,-0.891,-0.792,-0.693,-0.396,0.300,0.30
1,1,1,1,0,1,1,1,,-0.990,-0.603,-0.792,-0.693,0.200,-1.086,0.20
1,1,1,1,0,1,1,2,,-0.995,-0.891,-0.792,-0.700,-1.186,-1.086,-0.70
1,1,1,1,0,1,1,3,,-0.990,-0.891,-0.792,-0.700,-1.188,-1.092,-0.70
1,1,1,1,0,2,1,0,,-0.990,-0.891,-0.792,-0.693,-1.186,0.300,0.30
1,1,1,1,0,2,1,1,,-0.990,-0.891,-0.792,-0.693,0.200,-1.092,0.20
1,1,1,1,0,2,1,2,,-0.990,-0.891,-0.792,-0.700,-1.188,-2.670,-0.70
1,1,1,1,0,2,1,3,,-0.990,-0.891,-0.792,-0.693,0.200,-1.086,0.20
1,1,1,1,0,,2,0,,-0.703,-0.839,-0.899,5.240,-1.188,-1.092,5.24
1,1,1,1,0,,2,1,,-0.990,-0.909,-0.800,-0.969,0.194,-1.092,0.19
1,1,1,1,0,,2,2,,-0.990,-0.839,-0.800,-0.635,0.200,-1.092,0.20
1,1,1,1,0,,2,3,,-0.990,-0.804,-0.800,-0.969,-1.186,-1.092,-0.80
1,1,1,1,0,1,2,0,,-0.990,-0.702,-0.792,-0.700,-1.186,-2.673,-0.70
1,1,1,1,0,1,2,1,,-0.600,-0.891,-0.792,-0.601,-0.394,0.298,0.30
1,1,1,1,0,1,2,2,,-0.990,-0.891,-0.792,-0.700,-1.186,-1.089,-0.70
1,1,1,1,0,1,2,3,,-0.505,-0.891,-0.792,-0.693,0.198,-0.296,0.20
1,1,1,1,0,2,2,0,,-0.990,-0.891,-0.792,-0.700,-2.770,-1.092,-0.70
1,1,1,1,0,2,2,1,,-0.990,-0.702,-0.701,-0.700,-1.186,-1.092,-0.70
1,1,1,1,0,2,2,2,,-0.990,-0.891,-0.792,-0.700,-1.188,-1.086,-0.70
1,1,1,1,0,2,2,3,,-0.990,-0.891,-0.792,-0.693,-0.396,0.300,0.30
1,1,1,1,1,,,,,-0.997,-0.841,-0.799,5.375,-1.186,-1.088,5.38
1,1,1,1,1,,1,0,,-0.997,-0.518,-0.899,-0.744,0.200,-1.092,0.20
1,1,1,1,1,,1,1,,-0.995,-0.715,-0.797,5.298,-1.186,-1.092,5.30
1,1,1,1,1,,1,2,,-0.802,5.301,-0.800,-0.822,-1.188,-1.092,5.30
1,1,1,1,1,,1,3,,-0.802,-0.897,-0.800,5.249,-2.770,-1.088,5.25
1,1,1,1,1,1,1,0,,-0.995,-0.702,-0.792,-0.700,-2.772,-1.092,-0.70
1,1,1,1,1,1,1,1,,-0.700,-0.700,-0.792,-0.700,-2.770,-1.086,-0.70
1,1,1,1,1,1,1,2,,-0.703,-0.700,-0.701,-0.700,-5.938,-2.672,-0.70
1,1,1,1,1,1,1,3,,-0.990,-0.702,-0.701,-0.700,-1.186,-1.092,-0.70
1,1,1,1,1,2,1,0,,-0.990,-0.891,-0.792,-0.693,-1.186,0.300,0.30
1,1,1,1,1,2,1,1,,-0.990,-0.891,-0.792,-0.700,-2.772,-1.092,-0.70
1,1,1,1,1,2,1,2,,-0.990,-0.891,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,1,1,1,2,1,3,,-0.990,-0.891,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,1,1,1,,2,0,,-0.899,-0.264,-0.900,-0.601,-2.770,-1.092,-0.26
1,1,1,1,1,,2,1,,-0.997,-0.520,-0.800,-0.776,-1.186,0.102,0.10
1,1,1,1,1,,2,2,,-0.802,-0.836,-0.800,-0.965,-1.188,-1.092,-0.80
1,1,1,1,1,,2,3,,-0.995,-0.866,-0.602,-0.613,0.198,-1.092,0.20
1,1,1,1,1,1,2,0,,-0.990,-0.891,-0.701,-0.700,-1.186,-1.092,-0.70
1,1,1,1,1,1,2,1,,-0.703,-0.897,-0.701,-0.700,-1.186,-1.092,-0.70
1,1,1,1,1,1,2,2,,-0.700,-0.896,-0.792,-0.700,-2.770,-1.092,-0.70
1,1,1,1,1,1,2,3,,-0.700,-0.702,-0.792,-0.700,-1.188,-1.089,-0.70
1,1,1,1,1,2,2,0,,-0.700,-0.891,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,1,1,1,2,2,1,,-0.703,-0.891,-0.792,-0.700,-2.770,-5.841,-0.70
1,1,1,1,1,2,2,2,,-0.703,-0.891,-0.792,-0.700,-1.186,-1.086,-0.70
1,1,1,1,1,2,2,3,,-0.990,-0.702,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,1,1,2,,,,,-0.702,-0.685,-0.701,5.367,-1.192,-1.092,5.37
1,1,1,1,2,,1,0,,-0.901,0.673,-0.799,-0.896,-1.192,-2.672,0.67
1,1,1,1,2,,1,1,,-0.900,-0.580,-0.701,5.361,-0.111,-2.672,5.36
1,1,1,1,2,,1,2,,-0.703,-0.486,-0.701,5.253,-1.188,-1.092,5.25
1,1,1,1,2,,1,3,,-0.995,-0.816,-0.799,5.306,-1.186,-1.086,5.31
1,1,1,1,2,1,1,0,,-0.703,-0.891,-0.701,-0.700,-2.770,-1.092,-0.70
1,1,1,1,2,1,1,1,,-0.700,-0.700,-0.792,-0.700,-1.188,-1.089,-0.70
1,1,1,1,2,1,1,2,,-0.700,-0.891,-0.701,-0.700,-1.188,-1.092,-0.70
1,1,1,1,2,1,1,3,,-0.703,-0.896,-0.700,-0.700,-1.186,-1.092,-0.70
1,1,1,1,2,2,1,0,,-0.505,-0.891,-0.792,-0.693,-1.188,0.300,0.30
1,1,1,1,2,2,1,1,,-0.990,-0.891,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,1,1,2,2,1,2,,-0.703,-0.891,-0.792,-0.700,-1.188,-1.092,-0.70
1,1,1,1,2,2,1,3,,-0.990,-0.891,-0.701,-0.700,-2.776,-1.092,-0.70
1,1,1,1,2,,2,0,,-0.997,5.298,-0.899,-0.687,-1.186,-1.092,5.30
1,1,1,1,2,,2,1,,-0.990,-0.860,-0.800,-0.829,-1.186,-1.092,-0.80
1,1,1,1,2,,2,2,,-0.800,-0.811,-0.799,5.377,-1.186,-1.092,5.38
1,1,1,1,2,,2,3,,-0.990,-0.853,-0.800,-1.052,-1.188,-1.092,-0.80
1,1,1,1,2,1,2,0,,-0.990,-0.702,-0.701,-0.700,-1.186,-1.092,-0.70
1,1,1,1,2,1,2,1,,-0.700,-0.700,-0.700,-0.700,-1.186,-1.092,-0.70
1,1,1,1,2,1,2,2,,-0.703,-0.897,-0.700,-0.700,-1.186,-1.092,-0.70
1,1,1,1,2,1,2,3,,-0.703,-0.702,-0.701,-0.700,0.200,-2.670,0.20
1,1,1,1,2,2,2,0,,-0.700,-0.891,-0.797,-0.700,-1.186,-1.092,-0.70
1,1,1,1,2,2,2,1,,-0.990,-0.891,-0.798,-0.700,-1.186,-1.092,-0.70
1,1,1,1,2,2,2,2,,-0.990,-0.891,-0.701,-0.700,-1.186,-1.092,-0.70
1,1,1,1,2,2,2,3,,-0.990,-0.702,-0.792,-0.700,-1.192,-1.086,-0.70
1,1,1,1,3,,,,,-0.897,-0.487,-0.700,5.435,-1.188,-1.092,5.44
1,1,1,1,3,,1,0,,-0.802,-0.803,-0.800,5.354,-1.186,-1.092,5.35
1,1,1,1,3,,1,1,,-0.901,-0.533,-0.799,5.335,-1.186,-1.092,5.34
1,1,1,1,3,,1,2,,-0.801,-0.874,-0.800,-0.892,-1.186,-1.092,-0.80
1,1,1,1,3,,1,3,,-0.700,-0.657,-0.700,5.277,0.087,0.088,5.28
1,1,1,1,3,1,1,0,,-0.703,-0.702,-0.700,-0.700,-1.186,-1.092,-0.70
1,1,1,1,3,1,1,1,,-0.700,-0.702,-0.701,-0.700,-1.188,0.300,0.30
1,1,1,1,3,1,1,2,,-0.700,-0.891,-0.792,-0.700,-1.186,-2.670,-0.70
1,1,1,1,3,1,1,3,,-0.990,-0.896,-0.701,-0.700,-2.770,-1.086,-0.70
1,1,1,1,3,2,1,0,,-0.990,-0.891,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,1,1,3,2,1,1,,-0.703,-0.891,-0.792,-0.700,-2.770,-2.670,-0.70
1,1,1,1,3,2,1,2,,-0.990,-0.891,-0.701,-0.700,-1.186,-1.092,-0.70
1,1,1,1,3,2,1,3,,-0.703,-0.891,-0.792,-0.700,-1.186,-1.089,-0.70
1,1,1,1,3,,2,0,,-0.899,-0.915,-0.800,-0.892,-1.186,-1.092,-0.80
1,1,1,1,3,,2,1,,-0.997,-0.817,-0.701,5.045,-2.770,-1.092,5.04
1,1,1,1,3,,2,2,,-0.802,-0.963,-0.800,-1.067,0.200,-1.092,0.20
1,1,1,1,3,,2,3,,-0.800,1.295,-0.800,-0.952,-2.770,-1.092,1.29
1,1,1,1,3,1,2,0,,-0.703,-0.702,-0.797,-0.700,-1.186,-1.092,-0.70
1,1,1,1,3,1,2,1,,-0.703,-0.700,-0.792,-0.700,-1.188,0.300,0.30
1,1,1,1,3,1,2,2,,-0.700,-0.700,-0.792,-0.700,-2.770,-1.092,-0.70
1,1,1,1,3,1,2,3,,-0.700,-0.702,-0.700,-0.700,-1.188,-1.092,-0.70
1,1,1,1,3,2,2,0,,-0.703,-0.891,-0.792,-0.700,-2.770,-1.092,-0.70
1,1,1,1,3,2,2,1,,-0.995,-0.891,-0.701,-0.700,-1.186,-1.092,-0.70
1,1,1,1,3,2,2,2,,-0.703,-0.702,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,1,1,3,2,2,3,,-0.990,-0.700,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,2,1,0,,,,,-0.900,1.198,-0.800,-1.719,-1.192,-0.704,1.20
1,1,2,1,0,,1,0,,-0.997,-0.777,-0.800,-0.614,-1.187,0.300,0.30
1,1,2,1,0,,1,1,,-0.990,-0.973,-0.800,-0.933,-2.770,-1.086,-0.80
1,1,2,1,0,,1,2,,-0.990,-0.466,-0.792,5.170,-1.192,-1.089,5.17
1,1,2,1,0,,1,3,,-0.996,-0.682,-0.792,5.185,-1.192,-1.092,5.19
1,1,2,1,0,1,1,0,,-0.505,-0.891,-0.503,-0.502,-1.186,0.300,0.30
1,1,2,1,0,1,1,1,,-0.990,-0.891,-0.792,-0.700,-2.772,-1.092,-0.70
1,1,2,1,0,1,1,2,,-0.703,-0.702,-0.701,-0.700,-2.770,-1.086,-0.70
1,1,2,1,0,1,1,3,,-0.990,-0.896,-0.792,-0.700,-5.940,-1.092,-0.70
1,1,2,1,0,2,1,0,,-0.990,-0.891,-0.792,-0.693,-0.394,0.300,0.30
1,1,2,1,0,2,1,1,,-0.995,-0.891,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,2,1,0,2,1,2,,-0.995,-0.891,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,2,1,0,2,1,3,,-0.990,-0.891,-0.792,-0.700,-1.186,-1.086,-0.70
1,1,2,1,0,,2,0,,-0.998,-0.939,-0.899,5.369,-2.770,-1.092,5.37
1,1,2,1,0,,2,1,,-0.990,-1.011,-0.700,-0.409,-2.770,-1.092,-0.41
1,1,2,1,0,,2,2,,-0.990,-0.620,-0.797,1.321,-1.186,-1.092,1.32
1,1,2,1,0,,2,3,,-0.990,-0.974,-0.503,-0.484,0.003,0.300,0.30
1,1,2,1,0,1,2,0,,-0.990,-0.891,-0.798,-0.700,-1.188,-1.092,-0.70
1,1,2,1,0,1,2,1,,-0.990,-0.891,-0.792,-0.700,-1.186,-1.089,-0.70
1,1,2,1,0,1,2,2,,-0.990,-0.897,-0.792,-0.700,-1.188,0.300,0.30
1,1,2,1,0,1,2,3,,-0.990,-0.702,-0.701,-0.700,-1.186,-1.089,-0.70
1,1,2,1,0,2,2,0,,-0.990,-0.891,-0.792,-0.700,-1.186,-1.092,-0.70
1,1,2,1,0,2,2,1,,-0.996,-0.891,-0.798,-0.700,-1.192,-1.089,-0.70
1,1,2,1,0,2,2,2,,-0.990,-0.891,-0.792,-0.502,-0.394,0.300,0.30
