Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,399,197,0,46,31.0,3.5000000000000004,34.5,3.1431111111111063,100.11008888888884,0.29017417069243145
1,1000,397,246,0,54,30.9,2.6,33.5,0.0,100.08182962962961,0.29875173023770035
2,1000,389,179,0,58,28.499999999999996,3.9,32.4,1.164,100.08517037037035,0.3089048468221307
3,1000,404,200,0,57,30.8,3.1,33.9,1.70177777777777,101.01674074074074,0.2979844859608871
4,1000,405,240,0,69,29.7,3.1,32.8,3.719555555555549,100.18363703703696,0.30543791779584445
5,1000,398,217,0,65,28.999999999999996,3.5000000000000004,32.5,1.0602222222222286,100.06699259259264,0.30789843874643885
6,1000,381,234,0,53,27.3,4.7,32.0,0.0,100.07781481481477,0.31274317129629614
7,1000,388,228,0,42,30.4,3.4000000000000004,33.8,5.264222222222212,100.06097037037038,0.29603837387683546
8,1000,387,215,0,50,29.2,3.6999999999999997,32.9,1.5080000000000129,100.45322962962953,0.3053289654396035
9,1000,395,232,0,58,29.4,3.5000000000000004,32.9,0.7364444444444556,100.07243703703708,0.30417154114600936
10,1000,396,217,0,53,30.3,3.2,33.5,1.2797777777777684,100.20831851851844,0.2991293090105028
11,1000,391,214,0,60,28.4,3.9,32.3,0.8746666666666556,100.38793333333331,0.31079855521155825
12,1000,373,243,0,46,27.6,4.3,31.900000000000002,2.4939999999999984,100.04174814814813,0.31361049576221983
13,1000,390,233,0,48,29.4,4.0,33.4,1.2995555555555647,100.01900740740741,0.29945810601020184
14,1000,450,182,0,77,33.7,2.8000000000000003,36.5,0.0,100.10214814814822,0.27425246067985815
15,1000,420,208,0,60,32.300000000000004,2.9000000000000004,35.2,1.328222222222223,100.21084444444446,0.284689898989899
16,1000,392,221,0,54,29.7,3.3000000000000003,33.0,1.32199999999999,100.03443703703716,0.3031346576879914
17,1000,408,180,0,49,31.6,3.5000000000000004,35.1,0.0,100.90321481481486,0.287473546480954
18,1000,372,251,0,40,28.1,4.3,32.4,2.6175555555555547,100.22367777777774,0.3093323388203017
19,1000,394,164,0,54,29.4,3.9,33.3,2.3928888888888893,100.10378888888887,0.3006119786453119
20,1000,385,195,0,47,29.799999999999997,3.2,33.0,1.1142222222222276,100.10706666666674,0.30335474747474767
21,1000,400,238,0,48,31.5,2.9000000000000004,34.4,3.799111111111112,100.06305185185182,0.29088096468561575
22,1000,386,242,0,50,28.9,3.9,32.8,1.8242222222222229,100.02147407407405,0.3049435185185185
23,1000,397,216,0,55,29.2,4.2,33.4,0.0,100.04197037037032,0.29952685739631835
24,1000,390,238,0,51,29.299999999999997,3.8,33.099999999999994,2.6253333333333253,100.02560740740734,0.30219216739397997
25,1000,399,207,0,49,31.2,3.0,34.2,5.2431111111111095,100.4659555555556,0.29376010396361285
26,1000,414,190,0,58,31.6,3.2,34.800000000000004,3.622222222222181,100.00639999999979,0.28737471264367753
27,1000,387,192,0,68,27.6,3.5000000000000004,31.1,2.465111111111109,101.04431111111096,0.3249013219006784
28,1000,368,238,0,49,27.1,4.0,31.1,4.909777777777785,100.50968148148146,0.32318225556746455
29,1000,422,221,0,62,32.2,3.0,35.2,1.1557777777777827,100.01733333333324,0.2841401515151513
