workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.1324191111119255,0.0021324191111119256
1,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.1698652777785092,0.002169865277778509
2,1000,1000,0,0,0,100.0,0.0,100.0,0.0,1.9322079444470162,0.0019322079444470163
3,1000,1000,0,0,0,100.0,0.0,100.0,0.0,1.9725758888897285,0.0019725758888897286
4,1000,1000,0,0,3,99.7,0.0,99.7,0.028184166666666687,2.22261536111486,0.0022293032709276434
5,1000,1000,0,0,0,100.0,0.0,100.0,0.0,1.7931420277768242,0.0017931420277768244
6,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.3860800833342037,0.002386080083334204
7,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.2189013055574063,0.0022189013055574063
8,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.240368416666736,0.002240368416666736
9,1000,1000,0,0,0,100.0,0.0,100.0,0.0,1.8583196388895804,0.0018583196388895805
10,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.0244155833356006,0.0020244155833356
11,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.0215813611129447,0.002021581361112945
12,1000,1000,0,0,0,100.0,0.0,100.0,0.0,1.8696361666694024,0.0018696361666694025
13,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.071422194446738,0.0020714221944467376
14,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.0616676111121746,0.002061667611112175
15,1000,1000,0,0,2,99.8,0.0,99.8,0.14068916666666664,2.917907222224959,0.002923754731688336
16,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.347257250001858,0.002347257250001858
17,1000,1000,0,0,0,100.0,0.0,100.0,0.0,1.5665308611106592,0.0015665308611106593
18,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.0309199722244298,0.0020309199722244294
19,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.009314694446544,0.0020093146944465436
20,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.260303583335691,0.0022603035833356905
21,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.040625472222196,0.002040625472222196
22,1000,1000,0,0,0,100.0,0.0,100.0,0.0,1.8810850555579235,0.0018810850555579237
23,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.1664562222227848,0.002166456222222785
24,1000,1000,0,0,0,100.0,0.0,100.0,0.0,1.966651027777213,0.0019666510277772126
25,1000,1000,0,0,0,100.0,0.0,100.0,0.0,1.9011711944451153,0.0019011711944451155
26,1000,1000,0,0,0,100.0,0.0,100.0,0.0,1.8957288055543906,0.0018957288055543903
27,1000,1000,0,0,3,99.7,0.0,99.7,0.03322500000000003,2.30350322222515,0.002310434525802558
28,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.1513330277792315,0.0021513330277792312
29,1000,1000,0,0,0,100.0,0.0,100.0,0.0,2.0241336388896967,0.0020241336388896972
