Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,2000,1812,188,0,1086,36.3,0.0,36.3,20.176137500000006,45.745705555555716,0.06301061371288667
1,2000,1810,190,0,1093,35.85,0.0,35.85,20.631525000000018,45.522223611111244,0.06348985161940202
2,2000,1778,222,0,1065,35.65,0.0,35.65,19.967925000000015,44.543185416666766,0.06247291082281454
3,2000,1798,202,0,1094,35.199999999999996,0.0,35.199999999999996,20.608208333333334,45.034920138888815,0.06397005701546707
4,2000,1791,209,0,1090,35.05,0.0,35.05,20.419454166666657,44.71390277777779,0.06378588128071012
5,2000,1758,242,0,1042,35.8,0.0,35.8,19.046718055555555,44.25569513888895,0.06180963008224715
6,2000,1816,184,0,1068,37.4,0.0,37.4,19.84519166666668,46.04075416666667,0.06155181038324421
7,2000,1762,238,0,1064,34.9,0.0,34.9,18.972472222222226,43.99874444444439,0.06303545049347334
8,2000,1790,210,0,1049,37.05,0.0,37.05,19.43982222222222,45.292199305555755,0.061123075985905204
9,2000,1794,206,0,1058,36.8,0.0,36.8,19.55064166666668,45.72669375000011,0.06212865998641319
10,2000,1766,234,0,1073,34.65,0.0,34.65,20.813322222222247,43.9408236111111,0.06340667187750518
11,2000,1817,183,0,1064,37.65,0.0,37.65,20.135011111111105,46.09848124999994,0.06121976261620178
12,2000,1812,188,0,1080,36.6,0.0,36.6,21.27573750000001,46.13013958333329,0.0630193163706739
13,2000,1789,211,0,1109,34.0,0.0,34.0,21.607970833333326,44.799435416666626,0.06588152267156858
14,2000,1831,169,0,1071,38.0,0.0,38.0,19.954170833333325,46.649385416666625,0.06138077028508766
15,2000,1802,198,0,1129,33.650000000000006,0.0,33.650000000000006,22.129588888888893,44.611969444444554,0.06628821611358773
16,2000,1832,168,0,1145,34.35,0.0,34.35,21.271894444444438,45.1225076388888,0.0656805060245834
17,2000,1816,184,0,1091,36.25,0.0,36.25,19.74459305555555,45.21195347222217,0.06236131513409956
18,2000,1845,155,0,1120,36.25,0.0,36.25,21.469204166666657,46.647663194444455,0.06434160440613028
19,2000,1765,235,0,1059,35.3,0.0,35.3,19.47502638888889,43.92580694444435,0.062217856861819194
20,2000,1822,178,0,1056,38.3,0.0,38.3,19.02692638888889,46.19607083333349,0.06030818646649281
21,2000,1817,183,0,1069,37.4,0.0,37.4,20.63579166666666,47.15082152777772,0.06303585765745685
22,2000,1786,214,0,1078,35.4,0.0,35.4,20.867400000000004,45.116488194444244,0.0637238533819834
23,2000,1738,262,0,1052,34.300000000000004,0.0,34.300000000000004,19.11909027777777,43.47765972222238,0.06337851271460987
24,2000,1805,195,0,1029,38.800000000000004,0.0,38.800000000000004,19.025156944444433,46.45597638888878,0.05986594895475357
25,2000,1816,184,0,1113,35.15,0.0,35.15,19.245352777777786,44.47464305555561,0.06326407262525692
26,2000,1796,204,0,1076,36.0,0.0,36.0,20.387891666666675,45.47867708333332,0.06316482928240738
27,2000,1817,183,0,1073,37.2,0.0,37.2,19.26996666666667,45.62484722222215,0.061323719384707195
28,2000,1776,224,0,1061,35.75,0.0,35.75,19.807220833333332,44.9829402777777,0.06291320318570306
29,2000,1708,292,0,1017,34.55,0.0,34.55,17.778356944444454,41.96087430555529,0.060724854277214614
