Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,2000,1955,45,0,102,92.65,0.0,92.65,5.913380555555571,69.31105208333263,0.03740477716315845
1,2000,1958,42,0,67,94.55,0.0,94.55,3.63412777777779,68.93549236111163,0.03645451737763703
2,2000,1983,17,0,58,96.25,0.0,96.25,3.0515249999999936,68.6285562500004,0.03565119805194826
3,2000,1947,53,0,96,92.55,0.0,92.55,5.679322222222218,70.34364166666663,0.03800304790203492
4,2000,1966,34,0,79,94.35,0.0,94.35,4.659341666666688,70.5513131944446,0.03738808330389221
5,2000,1969,31,0,73,94.8,0.0,94.8,3.874200000000002,67.67947013888875,0.03569592306903416
6,2000,1973,27,0,72,95.05,0.0,95.05,4.177611111111117,70.97045208333317,0.03733322045414685
7,2000,1968,32,0,81,94.35,0.0,94.35,4.782263888888908,69.24031180555588,0.03669332899075563
8,2000,1964,36,0,77,94.35,0.0,94.35,4.449299999999965,69.07133888888856,0.03660378319495949
9,2000,1953,47,0,75,93.89999999999999,0.0,93.89999999999999,4.000477777777784,69.07312222222225,0.03678015027807362
10,2000,1938,62,0,93,92.25,0.0,92.25,5.274609722222257,69.40979166666615,0.03762048328816594
11,2000,1969,31,0,68,95.05,0.0,95.05,3.8649305555555764,68.96184930555533,0.036276617204395234
12,2000,1978,22,0,77,95.05,0.0,95.05,4.389636111111112,69.6805840277771,0.03665469964638459
13,2000,1958,42,0,81,93.85,0.0,93.85,4.511550000000023,69.07256944444438,0.03679945095601725
14,2000,1978,22,0,69,95.45,0.0,95.45,3.7059833333333425,69.68658819444444,0.03650423687503637
15,2000,1969,31,0,68,95.05,0.0,95.05,4.042388888888896,68.46786597222167,0.03601676274183149
16,2000,1948,52,0,98,92.5,0.0,92.5,5.373916666666679,70.05685902777756,0.03786857244744733
17,2000,1956,44,0,76,94.0,0.0,94.0,3.9860194444444623,69.52486944444415,0.036981313534278804
18,2000,1968,32,0,78,94.5,0.0,94.5,4.221399999999999,69.14268958333312,0.036583433641975194
19,2000,1968,32,0,71,94.85,0.0,94.85,3.5456972222222256,69.35701944444394,0.036561423007086945
20,2000,1963,37,0,55,95.39999999999999,0.0,95.39999999999999,3.0142319444444587,68.09077847222247,0.03568699081353379
21,2000,1962,38,0,79,94.15,0.0,94.15,4.290605555555564,68.74704027777729,0.03650931507051369
22,2000,1975,25,0,93,94.1,0.0,94.1,5.113066666666702,68.86641805555588,0.03659214561931768
23,2000,1974,26,0,75,94.95,0.0,94.95,4.311313888888913,69.05807986111114,0.03636549755719386
24,2000,1979,21,0,57,96.1,0.0,96.1,2.9519972222222295,69.17477986111115,0.03599104051046366
25,2000,1960,40,0,98,93.10000000000001,0.0,93.10000000000001,5.684980555555576,69.44798402777741,0.03729752096013824
26,2000,1947,53,0,86,93.05,0.0,93.05,4.985877777777825,69.73931736111106,0.03747410927518058
27,2000,1970,30,0,73,94.85,0.0,94.85,3.785119444444461,68.12996874999989,0.035914585529783806
28,2000,1971,29,0,67,95.19999999999999,0.0,95.19999999999999,3.7924805555555587,68.64392152777808,0.0360524797940011
29,2000,1961,39,0,95,93.30000000000001,0.0,93.30000000000001,5.466270833333328,69.58241736111125,0.0372896127337145
