workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,500,394,106,0,61,66.60000000000001,0.0,66.60000000000001,0.41016583333333323,1.7395276666667066,0.005223806806806926
1,500,393,107,0,53,68.0,0.0,68.0,0.4088916666666667,1.7339638611108887,0.0050998937091496725
2,500,385,115,0,50,67.0,0.0,67.0,0.47187416666666665,1.7580016666668072,0.005247766169154649
3,500,393,107,0,52,68.2,0.0,68.2,0.4091833333333333,1.7494125833334206,0.005130242179863404
4,500,393,107,0,54,67.80000000000001,0.0,67.80000000000001,0.4020441666666667,1.73281475000001,0.005111547935103274
5,500,388,112,0,52,67.2,0.0,67.2,0.4399225,1.7522783888888727,0.005215114252645454
6,500,391,109,0,50,68.2,0.0,68.2,0.3960058333333334,1.7145518611112978,0.005028011322907032
7,500,401,99,0,58,68.60000000000001,0.0,68.60000000000001,0.4519616666666666,1.7538799166669519,0.005113352526725806
8,500,395,105,0,49,69.19999999999999,0.0,69.19999999999999,0.4331191666666666,1.7743764722224054,0.005128255700064756
9,500,393,107,0,53,68.0,0.0,68.0,0.3968133333333333,1.7279430277782861,0.005082185375818489
10,500,392,108,0,54,67.60000000000001,0.0,67.60000000000001,0.35103583333333327,1.735438305555678,0.005134432856673602
11,500,386,114,0,50,67.2,0.0,67.2,0.23117666666666653,1.7082536666666661,0.0050840882936507925
12,500,401,99,0,51,70.0,0.0,70.0,0.4277441666666666,1.776761583333104,0.0050764616666660115
13,500,385,115,0,50,67.0,0.0,67.0,0.38649749999999977,1.6908423888890443,0.005047290713101625
14,500,394,106,0,54,68.0,0.0,68.0,0.42247249999999986,1.7335433333333479,0.00509865686274514
15,500,379,121,0,58,64.2,0.0,64.2,0.40388833333333324,1.6686105277780088,0.005198163637937722
16,500,402,98,0,64,67.60000000000001,0.0,67.60000000000001,0.4650424999999998,1.7549415277780565,0.0051921346975682126
17,500,394,106,0,51,68.60000000000001,0.0,68.60000000000001,0.44118583333333317,1.7673500000001674,0.005152623906706027
18,500,392,108,0,57,67.0,0.0,67.0,0.46001083333333337,1.7571281111111847,0.0052451585406304005
19,500,392,108,0,56,67.2,0.0,67.2,0.41129333333333323,1.7047311388891346,0.005073604580027186
20,500,384,116,0,54,66.0,0.0,66.0,0.3985949999999999,1.6951752500000619,0.005136894696969884
21,500,396,104,0,58,67.60000000000001,0.0,67.60000000000001,0.4610641666666666,1.755433416666767,0.005193589990138363
22,500,403,97,0,62,68.2,0.0,68.2,0.41279666666666665,1.7363728055557457,0.005092002362333565
23,500,403,97,0,64,67.80000000000001,0.0,67.80000000000001,0.4379633333333332,1.7203164166666587,0.005074679695181883
24,500,390,110,0,48,68.4,0.0,68.4,0.4110783333333334,1.756825555555503,0.005136916829109658
25,500,399,101,0,56,68.60000000000001,0.0,68.60000000000001,0.42962083333333323,1.7571675833335192,0.005122937560739122
26,500,403,97,0,50,70.6,0.0,70.6,0.39882833333333345,1.7973677222221158,0.005091693264085314
27,500,385,115,0,60,65.0,0.0,65.0,0.41628416666666657,1.6836397499999212,0.005180429999999759
28,500,391,109,0,54,67.4,0.0,67.4,0.4011758333333333,1.73774894444432,0.00515652505769828
29,500,387,113,0,60,65.4,0.0,65.4,0.39595416666666666,1.670450416666847,0.005108411060143262
