workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,500,289,211,0,4,56.99999999999999,0.0,56.99999999999999,0.30891083333333336,1.153132027777966,0.004046077290449005
1,500,300,200,0,3,59.4,0.0,59.4,0.22182083333333338,1.1598901944444515,0.003905354190048658
2,500,299,201,0,3,59.199999999999996,0.0,59.199999999999996,0.2224366666666667,1.1715356666670413,0.003957890765767032
3,500,289,211,0,4,56.99999999999999,0.0,56.99999999999999,0.3154375,1.154258694444757,0.00405003050682371
4,500,291,209,0,4,57.4,0.0,57.4,0.3129525,1.154805444444436,0.004023712349980613
5,500,300,200,0,3,59.4,0.0,59.4,0.22867333333333337,1.1493244444445494,0.003869779274224072
6,500,302,198,0,4,59.599999999999994,0.0,59.599999999999994,0.3055758333333333,1.1528148333336705,0.003868506152126411
7,500,311,189,0,4,61.4,0.0,61.4,0.3148366666666666,1.196899888889198,0.0038986967064794723
8,500,313,187,0,2,62.2,0.0,62.2,0.14738916666666668,1.1863161666667696,0.0038145214362275554
9,500,306,194,0,3,60.6,0.0,60.6,0.22174666666666668,1.1713308611116695,0.0038657784195104605
10,500,299,201,0,4,59.0,0.0,59.0,0.31238083333333333,1.1558567222223306,0.00391815838041468
11,500,299,201,0,3,59.199999999999996,0.0,59.199999999999996,0.23644416666666668,1.1539118888887363,0.0038983509759754607
12,500,311,189,0,4,61.4,0.0,61.4,0.31588166666666667,1.1802872222225576,0.0038445837857412303
13,500,289,211,0,2,57.4,0.0,57.4,0.163055,1.1731050277779609,0.00408747396438314
14,500,300,200,0,4,59.199999999999996,0.0,59.199999999999996,0.31442749999999997,1.1701107222222749,0.003953076764264442
15,500,270,230,0,3,53.400000000000006,0.0,53.400000000000006,0.2500808333333333,1.1329097777780812,0.004243107781940379
16,500,307,193,0,4,60.6,0.0,60.6,0.31121000000000004,1.1782823333334496,0.0038887205720575893
17,500,299,201,0,4,59.0,0.0,59.0,0.3132083333333333,1.153222972222203,0.003909230414312553
18,500,302,198,0,3,59.8,0.0,59.8,0.2350058333333333,1.1518020833331362,0.00385218088071283
19,500,283,217,0,1,56.39999999999999,0.0,56.39999999999999,0.07722666666666667,1.1402188055555518,0.0040433290977147235
20,500,296,204,0,4,58.4,0.0,58.4,0.30308999999999997,1.1708850555556354,0.004009880327245327
21,500,302,198,0,4,59.599999999999994,0.0,59.599999999999994,0.3138800000000001,1.166420694444694,0.003914163404176825
22,500,296,204,0,4,58.4,0.0,58.4,0.2969791666666667,1.1340783055561285,0.0038838298135483846
23,500,291,209,0,2,57.8,0.0,57.8,0.15929083333333338,1.1458619166667956,0.003964920126874725
24,500,292,208,0,2,57.99999999999999,0.0,57.99999999999999,0.15245583333333335,1.1736561111110817,0.0040470900383140765
25,500,299,201,0,3,59.199999999999996,0.0,59.199999999999996,0.2273541666666667,1.16680641666674,0.003941913569820067
26,500,322,178,0,4,63.6,0.0,63.6,0.32718833333333325,1.1956108055553503,0.0037597824074067617
27,500,276,224,0,4,54.400000000000006,0.0,54.400000000000006,0.29568500000000003,1.1221848333335462,0.004125679534314509
28,500,302,198,0,3,59.8,0.0,59.8,0.24096666666666666,1.1732860555556384,0.003924033630620864
29,500,291,209,0,3,57.599999999999994,0.0,57.599999999999994,0.24860416666666663,1.1479833055557296,0.003986053144290728
