Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,consumed_energy%,energy_per_completion
29,2000,95,1905,0,57,1.9,0.0,1.9,1.6351111111111112,2.6800847222222552,0.07052854532163828
