0,1,2,3,4
625.0,0.0,0.9964475,25.0,0.0
2600.0,0.0,0.9867075,300.0,0.0
2850.0,1.0,0.9789008398563119,363.0,0.0
1025.0,0.0,0.5131561192259212,500.0,0.0
2500.0,4.0,-0.2,2500.0,0.0
3750.0,0.0,-0.0037792025711309487,2825.0,0.0
2500.0,4.0,-0.2,2500.0,0.0
3750.0,0.0,-1.0071591388442507,2825.0,0.0
3450.0,2.0,-1.0033523851485573,2925.0,0.0
3550.0,2.0,-1.0,3550.0,0.0
3575.0,2.0,-1.0,3575.0,0.0
3150.0,5.0,-0.2,3150.0,0.0
3125.0,2.0,-1.0007261525321844,2525.0,0.0
3750.0,0.0,0.5221461913175732,2825.0,0.0
2500.0,4.0,-0.2,2500.0,0.0
3750.0,0.0,-1.005802975776885,2825.0,0.0
3450.0,2.0,-1.0026613996935285,2925.0,0.0
4200.0,3.0,0.9792697215670432,2963.0,0.0
2538.0,0.0,0.6538960718586346,238.0,0.0
2850.0,1.0,0.9779603377690345,363.0,0.0
988.0,1.0,0.9953672660369094,367.0,0.0
2500.0,4.0,-0.2,2500.0,0.0
3750.0,0.0,0.9860563603356731,2825.0,0.0
4075.0,2.0,0.1522653957309533,3025.0,0.0
4300.0,3.0,0.9797966081938512,3063.0,0.0
4313.0,1.0,0.9781967921006042,3071.0,0.0
3088.0,1.0,0.9835569143484544,596.0,0.0
3096.0,0.0,-1.0,3096.0,0.0
3113.0,0.0,-1.0,3113.0,0.0
2839.0,1.0,0.9771044477580674,347.0,0.0
973.0,4.0,-0.2,973.0,0.0
963.0,1.0,0.9962661880922926,342.0,0.0
1000.0,0.0,-1.0021884593037025,475.0,0.0
2975.0,1.0,0.983542923453483,488.0,0.0
625.0,0.0,0.3954154219105276,25.0,0.0
2550.0,1.0,0.9838145779153131,63.0,0.0
2600.0,0.0,0.982942034700601,300.0,0.0
2850.0,1.0,0.9805623531064773,363.0,0.0
2900.0,0.0,0.9848571410871249,600.0,0.0
1225.0,0.0,-1.0,1225.0,0.0
950.0,1.0,0.997688847093875,326.0,0.0
950.0,1.0,0.993404674857026,326.0,0.0
2828.0,1.0,0.9821864582586962,336.0,0.0
2875.0,0.0,0.7079856841104071,575.0,0.0
1225.0,0.0,-1.0,1225.0,0.0
950.0,1.0,0.9956422743838281,326.0,0.0
2875.0,0.0,0.9871014554228666,575.0,0.0
3100.0,0.0,-1.0,3100.0,0.0
3725.0,1.0,0.9817324360378609,1238.0,0.0
2490.0,3.0,0.9793813185761799,1248.0,0.0
974.0,4.0,-0.2,974.0,0.0
