Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,2000,1329,671,0,465,43.2,0.0,43.2,12.956672222222226,45.49193402777781,0.05265270142103913
1,2000,1378,622,0,510,43.4,0.0,43.4,13.460511111111115,45.21114791666657,0.0520865759408601
2,2000,1299,701,0,478,41.05,0.0,41.05,14.727327777777772,43.90367430555547,0.05347585177290557
3,2000,1371,629,0,544,41.349999999999994,0.0,41.349999999999994,14.602336111111105,44.68859444444449,0.05403699449146855
4,2000,1366,634,0,536,41.5,0.0,41.5,13.954241666666665,44.363353472222336,0.05344982346050884
5,2000,1363,637,0,537,41.3,0.0,41.3,13.688444444444448,43.772623611111314,0.05299349105461418
6,2000,1363,637,0,484,43.95,0.0,43.95,13.080988888888886,45.537486805555474,0.051806014568322505
7,2000,1335,665,0,533,40.1,0.0,40.1,14.537166666666677,43.68032430555539,0.054464244770019196
8,2000,1372,628,0,503,43.45,0.0,43.45,12.630727777777768,44.71989236111126,0.05146132607722815
9,2000,1354,646,0,472,44.1,0.0,44.1,12.151352777777788,45.504804861110955,0.051592749275636
10,2000,1290,710,0,487,40.150000000000006,0.0,40.150000000000006,14.837133333333336,43.49136597222214,0.05416110332779842
11,2000,1392,608,0,537,42.75,0.0,42.75,14.258400000000002,45.72289999999987,0.053477076023391655
12,2000,1385,615,0,510,43.75,0.0,43.75,13.387524999999997,45.814104861111176,0.05235897698412706
13,2000,1347,653,0,520,41.349999999999994,0.0,41.349999999999994,13.435319444444438,44.354286805555326,0.05363275309015155
14,2000,1375,625,0,514,43.05,0.0,43.05,14.835216666666659,45.81536180555532,0.05321180232933254
15,2000,1344,656,0,503,42.05,0.0,42.05,12.58612222222222,44.29878402777792,0.052673940579997525
16,2000,1372,628,0,541,41.55,0.0,41.55,15.131172222222219,44.7641069444445,0.05386775805588989
17,2000,1348,652,0,494,42.699999999999996,0.0,42.699999999999996,12.797288888888895,45.00917499999985,0.05270395199063215
18,2000,1397,603,0,550,42.35,0.0,42.35,15.872880555555557,46.42764097222202,0.05481421602387487
19,2000,1347,653,0,505,42.1,0.0,42.1,12.502541666666684,43.29755138888868,0.05142227005806257
20,2000,1394,606,0,534,43.0,0.0,43.0,14.828180555555548,45.50376111111099,0.05291135012919883
21,2000,1351,649,0,469,44.1,0.0,44.1,14.641172222222218,46.621946527777745,0.052859349804736666
22,2000,1336,664,0,513,41.15,0.0,41.15,15.013113888888896,44.573193055555535,0.05415940832995813
23,2000,1335,665,0,504,41.55,0.0,41.55,12.400019444444432,43.12194861111116,0.05189163491108443
24,2000,1339,661,0,496,42.15,0.0,42.15,15.736355555555573,45.83537083333314,0.05437173289837857
25,2000,1359,641,0,539,41.0,0.0,41.0,14.529347222222217,44.175345138888694,0.05387237212059597
26,2000,1367,633,0,513,42.699999999999996,0.0,42.699999999999996,13.527708333333354,44.88622777777761,0.052559985688264185
27,2000,1342,658,0,507,41.75,0.0,41.75,14.14443888888889,44.98837708333318,0.053878295908183445
28,2000,1367,633,0,537,41.5,0.0,41.5,14.35658888888888,44.83282500000006,0.054015451807228984
29,2000,1290,710,0,518,38.6,0.0,38.6,13.745786111111109,41.51364375000005,0.053774149935233224
