idx,m1,m2,m3
T1,0.0610872316981394,0.0155161849032457,8.246648222675551
T2,0.0363832832871908,0.3470348049931061,9.495405760108572
T3,1.8697025602406447,3.8593282662551767,4.041335341284491
T4,2.0390662926265626,2.095161153647553,2.113136195645914
