Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,2000,386,1614,0,202,9.2,0.0,9.2,5.734688888888889,11.51642222222223,0.06258925120772951
1,2000,381,1619,0,202,8.95,0.0,8.95,6.060111111111112,11.629123611111064,0.06496717101179365
2,2000,390,1610,0,198,9.6,0.0,9.6,5.617913888888889,11.698555555555636,0.060929976851852266
3,2000,429,1571,0,226,10.15,0.0,10.15,5.795569444444442,12.271107638888907,0.06044880610290102
4,2000,374,1626,0,177,9.85,0.0,9.85,5.845922222222222,12.08325624999999,0.06133632614213193
5,2000,383,1617,0,197,9.3,0.0,9.3,5.9209805555555555,11.827595833333286,0.06358922491039401
6,2000,412,1588,0,222,9.5,0.0,9.5,6.029105555555556,12.050295833333381,0.06342260964912305
7,2000,434,1566,0,243,9.55,0.0,9.55,6.022377777777777,12.035474305555379,0.06301295447934753
8,2000,382,1618,0,199,9.15,0.0,9.15,6.001255555555556,11.571292361111029,0.06323110579842091
9,2000,403,1597,0,203,10.0,0.0,10.0,5.7573944444444445,12.173211111111137,0.06086605555555567
10,2000,430,1570,0,243,9.35,0.0,9.35,5.839447222222223,11.905313888888903,0.06366478015448611
11,2000,385,1615,0,181,10.2,0.0,10.2,5.44169722222222,12.02540486111113,0.0589480630446624
12,2000,385,1615,0,195,9.5,0.0,9.5,6.209055555555554,12.101135416666656,0.06369018640350871
13,2000,358,1642,0,173,9.25,0.0,9.25,5.027347222222221,11.238418750000038,0.06074820945945967
14,2000,398,1602,0,222,8.799999999999999,0.0,8.799999999999999,6.511069444444444,11.866256944444405,0.0674219144570705
15,2000,378,1622,0,207,8.55,0.0,8.55,5.794411111111111,10.982215277777742,0.06422348115659499
16,2000,381,1619,0,178,10.15,0.0,10.15,5.600350000000001,12.258088194444428,0.060384670908593244
17,2000,380,1620,0,178,10.100000000000001,0.0,10.100000000000001,5.646877777777776,12.070037499999936,0.059752660891088785
18,2000,423,1577,0,236,9.35,0.0,9.35,6.421216666666664,12.111454861111017,0.06476713829471133
19,2000,393,1607,0,198,9.75,0.0,9.75,5.811897222222222,11.978476388888756,0.06142808404558336
20,2000,382,1618,0,201,9.049999999999999,0.0,9.049999999999999,6.163077777777777,11.690223611111126,0.06458687077961948
21,2000,415,1585,0,225,9.5,0.0,9.5,5.918333333333333,11.962814583333158,0.06296218201754294
22,2000,379,1621,0,179,10.0,0.0,10.0,4.857050000000002,11.426148611111051,0.057130743055555266
23,2000,400,1600,0,225,8.75,0.0,8.75,6.629216666666666,11.750336805555573,0.06714478174603186
24,2000,387,1613,0,195,9.6,0.0,9.6,6.32216388888889,11.984052777777771,0.06241694155092588
25,2000,408,1592,0,215,9.65,0.0,9.65,6.453700000000001,12.344492361110927,0.06396110031663692
26,2000,376,1624,0,188,9.4,0.0,9.4,6.125355555555553,11.823208333333305,0.06288940602836864
27,2000,381,1619,0,190,9.55,0.0,9.55,6.24876388888889,12.206595833333242,0.06390887870855101
28,2000,374,1626,0,176,9.9,0.0,9.9,5.822769444444444,12.087505555555532,0.06104800785634106
29,2000,366,1634,0,185,9.049999999999999,0.0,9.049999999999999,5.927808333333334,11.515286805555611,0.06362036909146748
