id,type,size,urgency,status,assigned_machine,arrival_time,execution_time,start_time,completion_time,deadline,extended_deadline
1,TT1,7.0,BESTEFFORT,COMPLETED,gpu,0.068,"{'cpu': 1.463, 'gpu': 0.971, 'CLOUD': 0.971}",0.068,1.039,3.068,4.568
2,TT1,120.0,BESTEFFORT,COMPLETED,cpu,0.078,"{'cpu': 1.462, 'gpu': 0.968, 'CLOUD': 0.968}",0.078,1.54,3.078,4.577999999999999
3,TT1,120.0,BESTEFFORT,COMPLETED,gpu,0.436,"{'cpu': 1.463, 'gpu': 0.955, 'CLOUD': 0.955}",1.039,1.9939999999999998,3.436,4.936
4,TT1,447.0,BESTEFFORT,COMPLETED,cpu,0.46,"{'cpu': 1.464, 'gpu': 0.977, 'CLOUD': 0.977}",1.54,3.004,3.46,4.96
5,TT1,512.0,BESTEFFORT,COMPLETED,gpu,1.211,"{'cpu': 1.449, 'gpu': 0.973, 'CLOUD': 0.973}",1.9939999999999998,2.9669999999999996,4.211,5.711
6,TT1,447.0,BESTEFFORT,COMPLETED,cpu,1.954,"{'cpu': 1.455, 'gpu': 0.966, 'CLOUD': 0.966}",3.004,4.459,4.954,6.454
7,TT1,44.0,BESTEFFORT,COMPLETED,gpu,2.414,"{'cpu': 1.477, 'gpu': 0.959, 'CLOUD': 0.959}",2.9669999999999996,3.9259999999999997,5.414,6.914
8,TT1,447.0,BESTEFFORT,COMPLETED,gpu,2.959,"{'cpu': 1.457, 'gpu': 0.942, 'CLOUD': 0.942}",3.9259999999999997,4.867999999999999,5.959,7.459
9,TT1,7.0,BESTEFFORT,COMPLETED,cpu,3.153,"{'cpu': 1.462, 'gpu': 0.97, 'CLOUD': 0.97}",4.459,5.920999999999999,6.1530000000000005,7.6530000000000005
10,TT1,30.0,BESTEFFORT,COMPLETED,gpu,3.325,"{'cpu': 1.46, 'gpu': 0.966, 'CLOUD': 0.966}",4.867999999999999,5.834,6.325,7.825
