Action,Rewards,Gain,Loss
1,0.9132514718314125,1,0.08674852816858743
1,-1.0,notEmpty,0
1,0.9865534920373327,1,0.013446507962667359
4,-0.2,,
3,-1.0,notEmpty,0
3,0.9256600098988951,1,0.07433999010110491
0,-1.0,notEmpty,0
0,-1.0,notEmpty,0
1,0.9251143441931337,1,0.07488565580686639
0,-1.0,notEmpty,0
3,0.9079705016630049,1,0.09202949833699509
3,0.9179438030522908,1,0.08205619694770921
2,-1.0,notEmpty,0
3,-1.0,notEmpty,0
3,0.9112614551751422,1,0.08873854482485781
2,-1.0,notEmpty,0
0,0.5460366866369264,0.6390666666666656,0.09302998002973913
2,-0.9668198901391043,-1.0,-0.033180109860895736
3,-1.0,notEmpty,0
1,0.8982228642076491,1,0.10177713579235088
1,0.9133726141960747,1,0.08662738580392529
4,-0.2,,
3,-1.0,notEmpty,0
3,-1.0,notEmpty,0
3,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
1,0.9923994202529293,1,0.007600579747070738
3,-1.0,notEmpty,0
4,-0.2,,
0,-1.0,notEmpty,0
2,-1.0,notEmpty,0
2,-1.0,notEmpty,0
