Episode,total_no_of_tasks,mapped,offloaded,cancelled,Completion%,xCompletion%,URG_missed,BE_missed,available_energy
0,1000,1000,0,0,2.1,25.2,0,727,40.48702666666687
1,1000,1000,0,0,3.9,27.6,0,685,40.472857777777875
2,1000,1000,0,0,3.3000000000000003,27.400000000000002,0,693,40.49092888888896
3,1000,1000,0,0,2.3,30.099999999999998,0,676,40.82925055555562
4,1000,1000,0,0,2.7,27.500000000000004,0,698,40.5677788888888
5,1000,1000,0,0,1.9,28.1,0,700,40.7276911111111
6,1000,1000,0,0,3.9,28.1,0,680,40.58505833333335
7,1000,1000,0,0,4.2,27.700000000000003,0,681,40.58136555555558
8,1000,1000,0,0,3.4000000000000004,25.8,0,708,40.668353333333386
9,1000,1000,0,0,2.1999999999999997,29.7,0,681,40.54300333333333
10,1000,1000,0,0,3.1,26.1,0,708,40.50872999999997
11,1000,1000,0,0,2.6,26.1,0,713,40.649073333333476
12,1000,1000,0,0,1.7999999999999998,27.800000000000004,0,704,40.53261277777774
13,1000,1000,0,0,2.9000000000000004,27.6,0,695,40.48962777777789
14,1000,1000,0,0,2.1999999999999997,28.999999999999996,0,688,40.644918888888824
15,1000,1000,0,0,3.2,25.6,0,712,40.83316222222217
16,1000,1000,0,0,4.0,27.200000000000003,0,688,40.56466777777781
17,1000,1000,0,0,2.1,27.500000000000004,0,704,40.49820166666662
18,1000,1000,0,0,2.8000000000000003,27.400000000000002,0,698,40.580412777777845
19,1000,1000,0,0,4.6,25.4,0,700,40.439554444444404
20,1000,1000,0,0,2.9000000000000004,28.299999999999997,0,688,40.62609888888894
21,1000,1000,0,0,4.2,24.5,0,713,40.879491111111136
22,1000,1000,0,0,2.6,28.199999999999996,0,692,40.50330166666665
23,1000,1000,0,0,3.5000000000000004,25.900000000000002,0,706,40.68770666666667
24,1000,1000,0,0,2.1999999999999997,27.200000000000003,0,706,40.535069999999976
25,1000,1000,0,0,3.4000000000000004,25.900000000000002,0,707,40.7317733333333
26,1000,1000,0,0,3.0,25.1,0,719,40.579086666666576
27,1000,1000,0,0,2.4,27.400000000000002,0,702,40.61679888888886
28,1000,1000,0,0,2.9000000000000004,26.5,0,706,40.555877777777766
29,1000,1000,0,0,2.7,26.6,0,707,40.43763777777777
