Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,2000,2000,0,0,1272,36.4,0.0,36.4,34.18734722222219,55.081250000000104,0.07566105769230783
1,2000,2000,0,0,1286,35.699999999999996,0.0,35.699999999999996,34.914908333333344,54.753782638888794,0.07668597008247732
2,2000,2000,0,0,1187,40.65,0.0,40.65,34.5763694444444,58.082760416666666,0.07144250973759737
3,2000,2000,0,0,1257,37.15,0.0,37.15,34.39468749999999,55.098249305555846,0.07415645936144798
4,2000,2000,0,0,1217,39.15,0.0,39.15,33.233002777777784,56.013536111111115,0.0715370831559529
5,2000,2000,0,0,1199,40.050000000000004,0.0,40.050000000000004,32.78589027777779,56.56852777777779,0.07062238174504092
6,2000,2000,0,0,1218,39.1,0.0,39.1,32.18936805555555,55.45515486111103,0.07091452028275068
7,2000,2000,0,0,1257,37.15,0.0,37.15,35.254076388888905,55.88428958333363,0.07521438705697661
8,2000,2000,0,0,1211,39.45,0.0,39.45,34.1155513888889,56.941477083333226,0.0721691724757075
9,2000,2000,0,0,1264,36.8,0.0,36.8,33.513254166666655,54.64448541666663,0.07424522475090575
10,2000,2000,0,0,1211,39.45,0.0,39.45,32.933904166666686,56.249613888888604,0.0712922862977042
11,2000,2000,0,0,1171,41.449999999999996,0.0,41.449999999999996,33.81382222222225,58.288356944444565,0.07031164890765328
12,2000,2000,0,0,1167,41.65,0.0,41.65,33.29740833333335,57.944042361111215,0.0695606751033748
13,2000,2000,0,0,1208,39.6,0.0,39.6,34.506205555555574,57.16380138888899,0.07217651690516287
14,2000,2000,0,0,1214,39.300000000000004,0.0,39.300000000000004,33.34842083333333,56.22271666666671,0.0715301738761663
15,2000,2000,0,0,1294,35.3,0.0,35.3,36.24562361111112,55.329196527777725,0.07836996675322624
16,2000,2000,0,0,1174,41.3,0.0,41.3,33.315513888888866,57.992311805555296,0.07020860993408631
17,2000,2000,0,0,1203,39.85,0.0,39.85,34.34916666666666,57.17530486111097,0.07173814913564741
18,2000,2000,0,0,1185,40.75,0.0,40.75,34.56247916666665,57.69262361111133,0.07078849522835745
19,2000,2000,0,0,1196,40.2,0.0,40.2,33.67331250000001,56.93981944444426,0.07082067095080131
20,2000,2000,0,0,1324,33.800000000000004,0.0,33.800000000000004,34.44625000000001,53.53428541666667,0.07919272990631163
21,2000,2000,0,0,1258,37.1,0.0,37.1,34.09258055555555,55.238879861111066,0.07444592973195562
22,2000,2000,0,0,1359,32.05,0.0,32.05,36.13500416666667,52.92805486111124,0.08257106842607058
23,2000,2000,0,0,1307,34.65,0.0,34.65,36.88785833333338,54.84862222222219,0.07914664101330762
24,2000,2000,0,0,1252,37.4,0.0,37.4,33.75239583333334,55.068077083333165,0.07362042390819942
25,2000,2000,0,0,1226,38.7,0.0,38.7,33.50863333333333,55.83116666666667,0.0721332902670112
26,2000,2000,0,0,1260,37.0,0.0,37.0,34.26487500000002,55.4448902777776,0.07492552740240217
27,2000,2000,0,0,1235,38.25,0.0,38.25,34.42677638888889,55.920039583333214,0.07309809095860552
28,2000,2000,0,0,1329,33.550000000000004,0.0,33.550000000000004,35.65380555555556,53.95879236111112,0.08041548787050837
29,2000,2000,0,0,1279,36.05,0.0,36.05,34.015843055555564,54.20203472222235,0.07517619240252753
