TT1_assigned_to_cpu_1,TT1_completed_cpu_1,TT1_xcompleted_cpu_1,TT1_missed_cpu_1,TT1_energy_cpu_1,TT1_wasted-energy_cpu_1,TT1_assigned_to_cpu_2,TT1_completed_cpu_2,TT1_xcompleted_cpu_2,TT1_missed_cpu_2,TT1_energy_cpu_2,TT1_wasted-energy_cpu_2,TT1_assigned_to_cpu_3,TT1_completed_cpu_3,TT1_xcompleted_cpu_3,TT1_missed_cpu_3,TT1_energy_cpu_3,TT1_wasted-energy_cpu_3,TT1_assigned_to_cpu_4,TT1_completed_cpu_4,TT1_xcompleted_cpu_4,TT1_missed_cpu_4,TT1_energy_cpu_4,TT1_wasted-energy_cpu_4,TT1_assigned_to_gpu_1,TT1_completed_gpu_1,TT1_xcompleted_gpu_1,TT1_missed_gpu_1,TT1_energy_gpu_1,TT1_wasted-energy_gpu_1,TT2_assigned_to_cpu_1,TT2_completed_cpu_1,TT2_xcompleted_cpu_1,TT2_missed_cpu_1,TT2_energy_cpu_1,TT2_wasted-energy_cpu_1,TT2_assigned_to_cpu_2,TT2_completed_cpu_2,TT2_xcompleted_cpu_2,TT2_missed_cpu_2,TT2_energy_cpu_2,TT2_wasted-energy_cpu_2,TT2_assigned_to_cpu_3,TT2_completed_cpu_3,TT2_xcompleted_cpu_3,TT2_missed_cpu_3,TT2_energy_cpu_3,TT2_wasted-energy_cpu_3,TT2_assigned_to_cpu_4,TT2_completed_cpu_4,TT2_xcompleted_cpu_4,TT2_missed_cpu_4,TT2_energy_cpu_4,TT2_wasted-energy_cpu_4,TT2_assigned_to_gpu_1,TT2_completed_gpu_1,TT2_xcompleted_gpu_1,TT2_missed_gpu_1,TT2_energy_gpu_1,TT2_wasted-energy_gpu_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,2.0,12.0,3222.18,2215.755,20.0,3.0,3.0,14.0,3231.135,2356.965,20.0,4.0,4.0,12.0,3042.045,2092.32,20.0,5.0,3.0,11.0,3072.375,2033.55,20.0,20.0,0.0,0.0,1.533,0.0
