Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,658,342,0,8,41.199999999999996,23.799999999999997,65.0,2.3724666666666705,51.439021111111124,0.07913695555555558
1,1000,684,316,0,13,43.2,23.9,67.1,2.007333333333343,52.295296666666665,0.07793635866865375
2,1000,693,307,0,4,46.9,22.0,68.9,0.6880333333333343,50.79848222222222,0.07372784067085952
3,1000,672,328,0,4,47.9,18.9,66.8,0.8255333333333315,48.07506333333346,0.07196865768463093
4,1000,631,369,0,8,41.4,20.9,62.3,1.0185000000000026,48.416758888888836,0.07771550383449251
5,1000,632,368,0,10,37.9,24.3,62.2,1.325533333333317,50.111843333333475,0.08056566452304416
6,1000,665,335,0,7,43.4,22.400000000000002,65.8,1.37496666666666,50.473513333333244,0.07670746707193501
7,1000,678,322,0,5,47.099999999999994,20.200000000000003,67.3,0.7889000000000134,49.981782222222186,0.0742671355456496
8,1000,677,323,0,8,47.0,19.900000000000002,66.9,1.1908666666666714,48.97482666666676,0.07320601893373208
9,1000,702,298,0,11,47.9,21.2,69.1,1.3908999999999865,51.776233333333366,0.07492942595272556
10,1000,679,321,0,3,47.8,19.8,67.6,0.16613333333332606,50.03352333333335,0.07401408777120319
11,1000,671,329,0,4,45.300000000000004,21.4,66.7,0.5335666666666725,50.38697777777782,0.07554269531900723
12,1000,668,332,0,4,45.7,20.7,66.4,1.0151333333333332,49.016370000000045,0.07381983433734947
13,1000,605,395,0,4,35.3,24.8,60.099999999999994,0.8586000000000031,48.130270000000095,0.08008364392678884
14,1000,649,351,0,7,41.8,22.400000000000002,64.2,1.6750333333333465,51.20192333333334,0.079753774662513
15,1000,661,339,0,8,44.1,21.2,65.3,1.341966666666659,49.938184444444566,0.07647501446316167
16,1000,679,321,0,10,44.0,22.900000000000002,66.9,1.2175666666666818,51.689891111111244,0.07726441122737106
17,1000,695,305,0,9,47.599999999999994,21.0,68.6,1.914166666666681,51.598433333333595,0.07521637512147754
18,1000,651,349,0,5,42.3,22.3,64.6,1.2517000000000071,50.090772222222235,0.07753989508083937
19,1000,650,350,0,6,41.4,23.0,64.4,0.7569666666666564,49.74923111111115,0.07725035886818503
20,1000,701,299,0,5,49.7,19.900000000000002,69.60000000000001,0.9272666666666799,51.77751333333327,0.07439297892720297
21,1000,628,372,0,10,39.900000000000006,21.9,61.800000000000004,1.0951000000000157,47.52242222222215,0.07689712333692905
22,1000,642,358,0,10,41.0,22.2,63.2,2.12956666666666,48.69078333333338,0.07704237869198319
23,1000,653,347,0,6,41.199999999999996,23.5,64.69999999999999,1.0274333333333359,49.902316666666906,0.07712877382792414
24,1000,627,373,0,3,41.5,20.9,62.4,0.1333333333333305,46.35317777777788,0.0742839387464389
25,1000,704,296,0,8,48.9,20.7,69.6,1.710399999999999,52.75978333333331,0.07580428639846741
26,1000,674,326,0,4,41.8,25.2,67.0,0.6939333333333323,52.516070000000184,0.07838219402985101
27,1000,672,328,0,14,42.199999999999996,23.599999999999998,65.8,2.8648000000000082,52.90251000000005,0.08039895136778122
28,1000,697,303,0,11,46.400000000000006,22.2,68.60000000000001,1.3227666666666764,52.447860000000205,0.07645460641399444
29,1000,677,323,0,10,44.3,22.400000000000002,66.7,2.1040333333333336,51.55297555555569,0.07729081792437136
