Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,355,645,0,158,19.7,0.0,19.7,11.31193333333334,30.27803055555549,0.15369558657642382
1,1000,367,633,0,141,22.6,0.0,22.6,9.89419999999999,30.335894444444428,0.1342296214355948
2,1000,321,679,0,140,18.099999999999998,0.0,18.099999999999998,11.088100000000004,28.602808333333368,0.15802656537753243
3,1000,348,652,0,136,21.2,0.0,21.2,9.916566666666672,30.633897222222167,0.14449951519916115
4,1000,352,648,0,153,19.900000000000002,0.0,19.900000000000002,10.833599999999986,30.737177777777685,0.15445817978782755
5,1000,333,667,0,128,20.5,0.0,20.5,8.894850000000005,30.03959999999998,0.14653463414634135
6,1000,330,670,0,146,18.4,0.0,18.4,10.442333333333336,29.40891944444452,0.15983108393719847
7,1000,354,646,0,145,20.9,0.0,20.9,10.986216666666676,31.416127777777774,0.15031640085061138
8,1000,354,646,0,132,22.2,0.0,22.2,9.748066666666661,31.442369444444523,0.14163229479479517
9,1000,354,646,0,167,18.7,0.0,18.7,11.41224999999998,30.85623611111117,0.1650066102198458
10,1000,347,653,0,154,19.3,0.0,19.3,11.229049999999996,30.39621111111105,0.15749332181922826
11,1000,365,635,0,137,22.8,0.0,22.8,9.045166666666663,30.37388333333349,0.13321878654970828
12,1000,350,650,0,127,22.3,0.0,22.3,8.933300000000001,29.85668333333343,0.1338864723467867
13,1000,385,615,0,149,23.599999999999998,0.0,23.599999999999998,10.298966666666658,32.85195555555551,0.13920320150659116
14,1000,338,662,0,133,20.5,0.0,20.5,9.4513,29.322252777777663,0.14303537940379346
15,1000,351,649,0,147,20.4,0.0,20.4,10.521816666666671,30.5547888888889,0.14977837690631815
16,1000,346,654,0,147,19.900000000000002,0.0,19.900000000000002,9.727450000000006,29.392908333333384,0.14770305695142402
17,1000,378,622,0,144,23.400000000000002,0.0,23.400000000000002,9.652249999999995,31.87434999999993,0.13621517094017063
18,1000,337,663,0,145,19.2,0.0,19.2,9.62508333333333,29.02521666666647,0.15117300347222123
19,1000,340,660,0,162,17.8,0.0,17.8,11.762933333333326,30.004472222222113,0.16856445068664105
20,1000,351,649,0,140,21.099999999999998,0.0,21.099999999999998,9.022883333333333,30.095594444444462,0.14263314902580318
21,1000,352,648,0,148,20.4,0.0,20.4,9.923333333333344,29.47558055555553,0.1444881399782134
22,1000,359,641,0,142,21.7,0.0,21.7,9.870616666666669,30.570955555555578,0.14087997951868933
23,1000,346,654,0,145,20.1,0.0,20.1,10.102466666666677,29.995666666666494,0.14923217247097756
24,1000,398,602,0,145,25.3,0.0,25.3,10.053299999999997,32.64403333333328,0.1290277997364952
25,1000,372,628,0,129,24.3,0.0,24.3,8.653166666666674,31.293424999999875,0.12877952674897067
26,1000,358,642,0,154,20.4,0.0,20.4,10.721233333333343,30.956441666666613,0.15174726307189515
27,1000,361,639,0,138,22.3,0.0,22.3,10.00811666666667,31.459172222222094,0.1410725211758838
28,1000,347,653,0,148,19.900000000000002,0.0,19.900000000000002,10.611250000000002,30.131461111111285,0.15141437744277025
29,1000,363,637,0,139,22.400000000000002,0.0,22.400000000000002,9.841133333333342,31.787944444444495,0.1419104662698415
