Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,570,430,0,200,37.0,0.0,37.0,13.39068333333332,48.436941666666726,0.1309106531531533
1,1000,535,465,0,185,35.0,0.0,35.0,13.656349999999989,46.587575,0.13310735714285715
2,1000,527,473,0,193,33.4,0.0,33.4,12.58508333333332,46.40561666666659,0.13893897205588798
3,1000,556,444,0,204,35.199999999999996,0.0,35.199999999999996,14.030933333333307,48.41517222222223,0.13754310290404045
4,1000,584,416,0,180,40.400000000000006,0.0,40.400000000000006,12.911016666666667,48.42890833333337,0.11987353547854793
5,1000,549,451,0,191,35.8,0.0,35.8,13.107683333333314,46.40716666666658,0.12962895716945974
6,1000,564,436,0,194,37.0,0.0,37.0,13.25026666666664,48.131577777777984,0.1300853453453459
7,1000,503,497,0,181,32.2,0.0,32.2,12.43661666666668,44.42967500000015,0.1379803571428576
8,1000,531,469,0,180,35.099999999999994,0.0,35.099999999999994,12.572983333333315,46.19258611111097,0.1316028094333646
9,1000,511,489,0,185,32.6,0.0,32.6,12.021133333333333,42.66239166666653,0.13086623210633908
10,1000,582,418,0,180,40.2,0.0,40.2,11.853716666666672,49.242705555555524,0.12249429242675507
11,1000,582,418,0,184,39.800000000000004,0.0,39.800000000000004,13.692033333333306,50.07174722222223,0.12580841010608598
12,1000,582,418,0,194,38.800000000000004,0.0,38.800000000000004,12.636999999999986,48.273044444444345,0.12441506300114522
13,1000,515,485,0,163,35.199999999999996,0.0,35.199999999999996,10.98338333333336,44.85809444444449,0.12743776830808096
14,1000,539,461,0,176,36.3,0.0,36.3,11.517716666666676,46.39227222222216,0.127802402816039
15,1000,569,431,0,191,37.8,0.0,37.8,13.27424999999999,50.452369444444436,0.1334718768371546
16,1000,551,449,0,196,35.5,0.0,35.5,14.131416666666672,48.14251111111113,0.1356127073552426
17,1000,545,455,0,179,36.6,0.0,36.6,12.361416666666681,45.73558888888884,0.12496062537947772
18,1000,552,448,0,175,37.7,0.0,37.7,12.10913333333335,46.584655555555635,0.12356672561155341
19,1000,578,422,0,164,41.4,0.0,41.4,11.666549999999978,48.80279722222218,0.1178811527106816
20,1000,531,469,0,177,35.4,0.0,35.4,12.603799999999982,46.09671388888879,0.1302167059008158
21,1000,546,454,0,185,36.1,0.0,36.1,13.619599999999998,49.24566388888877,0.1364145814096642
22,1000,547,453,0,190,35.699999999999996,0.0,35.699999999999996,13.934550000000009,48.67613055555558,0.1363477046374106
23,1000,525,475,0,178,34.699999999999996,0.0,34.699999999999996,13.106666666666683,46.724375000000045,0.13465237752161402
24,1000,558,442,0,196,36.199999999999996,0.0,36.199999999999996,13.63901666666666,47.85527777777791,0.13219689993861303
25,1000,552,448,0,195,35.699999999999996,0.0,35.699999999999996,13.528149999999986,47.64655555555557,0.13346374105197642
26,1000,531,469,0,175,35.6,0.0,35.6,12.129799999999998,45.587800000000044,0.12805561797752824
27,1000,525,475,0,187,33.800000000000004,0.0,33.800000000000004,13.16616666666667,45.098186111111104,0.13342658612754763
28,1000,509,491,0,167,34.2,0.0,34.2,12.32098333333334,44.30942777777796,0.12955973034438
29,1000,508,492,0,148,36.0,0.0,36.0,9.110233333333337,43.32647222222229,0.12035131172839525
