workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,500,103,397,0,1,20.4,0.0,20.4,0.07627583333333333,1.1821613333334486,0.011589816993465183
1,500,101,399,0,0,20.200000000000003,0.0,20.200000000000003,0.0,1.1966921388888214,0.011848437018701202
2,500,106,394,0,2,20.8,0.0,20.8,0.15664583333333335,1.2279750000000704,0.011807451923077602
3,500,101,399,0,2,19.8,0.0,19.8,0.15778166666666665,1.176717083333222,0.01188603114478002
4,500,100,400,0,1,19.8,0.0,19.8,0.08256250000000001,1.1743143055555185,0.011861760662176953
5,500,104,396,0,2,20.4,0.0,20.4,0.15903833333333334,1.2103593055554667,0.011866267701524182
6,500,104,396,0,1,20.599999999999998,0.0,20.599999999999998,0.07991749999999999,1.2137980555556067,0.011784447141316573
7,500,103,397,0,2,20.200000000000003,0.0,20.200000000000003,0.14659250000000004,1.1995846111112365,0.011877075357536994
8,500,108,392,0,2,21.2,0.0,21.2,0.1583316666666667,1.3296306666668452,0.012543685534592881
9,500,103,397,0,2,20.200000000000003,0.0,20.200000000000003,0.15826083333333335,1.1981498611112573,0.011862869911992644
10,500,102,398,0,2,20.0,0.0,20.0,0.14721416666666667,1.199399500000032,0.01199399500000032
11,500,102,398,0,0,20.4,0.0,20.4,0.0,1.1904680277776625,0.01167125517429081
12,500,105,395,0,1,20.8,0.0,20.8,0.08738916666666667,1.2270391111110641,0.01179845299145254
13,500,100,400,0,1,19.8,0.0,19.8,0.07181333333333331,1.1631174166668563,0.01174866077441269
14,500,103,397,0,2,20.200000000000003,0.0,20.200000000000003,0.15682666666666667,1.1897577777776234,0.011779779977996268
15,500,102,398,0,1,20.200000000000003,0.0,20.200000000000003,0.0798825,1.1795944444443254,0.011679152915290349
16,500,106,394,0,2,20.8,0.0,20.8,0.15447416666666666,1.2076444722222126,0.011611966079059736
17,500,109,391,0,2,21.4,0.0,21.4,0.1596525,1.2554346111110095,0.011733033748701022
18,500,106,394,0,2,20.8,0.0,20.8,0.16313833333333333,1.2323933055553546,0.01184993563033995
19,500,96,404,0,2,18.8,0.0,18.8,0.15313999999999997,1.140298944444399,0.012130839834514882
20,500,102,398,0,2,20.0,0.0,20.0,0.15683083333333334,1.1884591666666449,0.011884591666666448
21,500,104,396,0,1,20.599999999999998,0.0,20.599999999999998,0.06607250000000002,1.199006138888896,0.011640836299892194
22,500,109,391,0,2,21.4,0.0,21.4,0.14753416666666666,1.2558747500002532,0.011737147196264048
23,500,97,403,0,0,19.400000000000002,0.0,19.400000000000002,0.0,1.1756319166666718,0.01211991666666672
24,500,100,400,0,1,19.8,0.0,19.8,0.07022999999999999,1.1790949444443362,0.011910049943882185
25,500,103,397,0,2,20.200000000000003,0.0,20.200000000000003,0.1589425,1.21111152777783,0.011991203245325046
26,500,113,387,0,2,22.2,0.0,22.2,0.1587525,1.350922499999821,0.012170472972971361
27,500,94,406,0,2,18.4,0.0,18.4,0.14992583333333334,1.1209812499999436,0.012184578804347215
28,500,103,397,0,2,20.200000000000003,0.0,20.200000000000003,0.168835,1.195153749999865,0.011833205445543218
29,500,103,397,0,2,20.200000000000003,0.0,20.200000000000003,0.15488083333333333,1.2142046666665636,0.012021828382837262
