workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,500,62,0,0,22,8.0,0.0,8.0,0.5769675,1.554078722222346,0.038851968055558656
1,500,62,0,0,24,7.6,0.0,7.6,0.7572966666666667,1.57730663888884,0.04150806944444316
2,500,64,0,0,21,8.6,0.0,8.6,0.4842908333333334,1.5827113888890176,0.03680724160207018
3,500,61,0,0,21,8.0,0.0,8.0,0.4855466666666666,1.5609274166667375,0.03902318541666844
4,500,61,0,0,20,8.200000000000001,0.0,8.200000000000001,0.39352416666666673,1.5559558333332988,0.03795014227642192
5,500,63,0,0,22,8.200000000000001,0.0,8.200000000000001,0.5789675,1.5945441388888222,0.03889132046070297
6,500,63,0,0,23,8.0,0.0,8.0,0.6688908333333333,1.5790278888888942,0.039475697222222356
7,500,63,0,0,23,8.0,0.0,8.0,0.6648441666666668,1.5674578611112118,0.03918644652778029
8,500,65,0,0,21,8.799999999999999,0.0,8.799999999999999,0.4933158333333333,1.6069873333334785,0.0365224393939427
9,500,62,0,0,22,8.0,0.0,8.0,0.5809474999999998,1.573393222222383,0.039334830555559565
10,500,63,0,0,22,8.200000000000001,0.0,8.200000000000001,0.5832824999999999,1.564681166666657,0.0381629552845526
11,500,62,0,0,23,7.8,0.0,7.8,0.6679075000000001,1.5677069999999689,0.04019761538461459
12,500,64,0,0,22,8.4,0.0,8.4,0.5830908333333334,1.5887713333332794,0.037827888888887606
13,500,60,0,0,23,7.3999999999999995,0.0,7.3999999999999995,0.6687408333333333,1.560103527777893,0.04216496021021332
14,500,62,0,0,23,7.8,0.0,7.8,0.6634258333333334,1.581279833333182,0.040545636752132866
15,500,61,0,0,21,8.0,0.0,8.0,0.4749225000000001,1.5668827222221686,0.03917206805555422
16,500,63,0,0,22,8.200000000000001,0.0,8.200000000000001,0.5871508333333333,1.5875423888888973,0.0387205460704609
17,500,64,0,0,22,8.4,0.0,8.4,0.5843191666666666,1.5805651944444494,0.037632504629629755
18,500,64,0,0,19,9.0,0.0,9.0,0.31018083333333335,1.596783194444401,0.035484070987653354
19,500,60,0,0,22,7.6,0.0,7.6,0.5841366666666667,1.5563566666666562,0.04095675438596463
20,500,62,0,0,23,7.8,0.0,7.8,0.6665616666666667,1.5860330555554376,0.04066751424501122
21,500,62,0,0,22,8.0,0.0,8.0,0.5774925,1.555833861111023,0.03889584652777557
22,500,64,0,0,22,8.4,0.0,8.4,0.5766466666666666,1.6022191388891467,0.038148074735455874
23,500,61,0,0,23,7.6,0.0,7.6,0.6641066666666667,1.5743147777778437,0.04142933625731168
24,500,62,0,0,23,7.8,0.0,7.8,0.6611991666666667,1.5738919722221099,0.04035620441595154
25,500,62,0,0,23,7.8,0.0,7.8,0.6648574999999999,1.57247338888887,0.04031983048433
26,500,66,0,0,23,8.6,0.0,8.6,0.6729666666666667,1.5940146666665291,0.037070108527128574
27,500,60,0,0,22,7.6,0.0,7.6,0.5763133333333333,1.5493714444444373,0.04077293274853783
28,500,62,0,0,23,7.8,0.0,7.8,0.6660025,1.5652723888887623,0.040135189458686216
29,500,63,0,0,22,8.200000000000001,0.0,8.200000000000001,0.5871275,1.5937717499999176,0.03887248170731506
