Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,1000,0,0,137,62.1,24.2,86.3,1.7076583333333357,14.195761111111763,0.01644931762585372
1,1000,1000,0,0,154,60.0,24.6,84.6,1.8468833333333319,13.959435555555816,0.016500514841082524
2,1000,1000,0,0,137,64.7,21.6,86.30000000000001,1.7371333333333367,14.122866666666736,0.016364851293935962
3,1000,1000,0,0,96,70.8,19.6,90.4,1.1226666666666707,14.263172777777546,0.015777845993116754
4,1000,1000,0,0,117,68.7,19.6,88.30000000000001,1.5357916666666749,14.673455555555522,0.01661772996099153
5,1000,1000,0,0,114,68.4,20.200000000000003,88.60000000000001,1.404041666666668,14.185349999999966,0.016010553047404025
6,1000,1000,0,0,130,67.0,20.0,87.0,1.6857333333333304,14.185519444444171,0.016305194763728933
7,1000,1000,0,0,115,71.39999999999999,17.1,88.5,1.4253916666666682,14.35475499999991,0.016220062146892554
8,1000,1000,0,0,135,65.2,21.3,86.5,1.525258333333337,14.124031666666431,0.01632836030828489
9,1000,1000,0,0,112,68.5,20.3,88.8,1.224208333333327,14.087582222222045,0.015864394394394195
10,1000,1000,0,0,135,64.60000000000001,21.9,86.5,1.6295000000000048,14.155793333333522,0.016365078998073435
11,1000,1000,0,0,142,62.2,23.599999999999998,85.8,1.621950000000001,13.814272222222272,0.01610055037555043
12,1000,1000,0,0,99,68.8,21.3,90.1,1.2371583333333398,14.234846666666806,0.01579894191638935
13,1000,1000,0,0,130,64.3,22.7,87.0,1.5759499999999995,14.159007222222094,0.01627472094508287
14,1000,1000,0,0,139,64.4,21.7,86.10000000000001,1.7418000000000118,14.132245555554993,0.016413757904245055
15,1000,1000,0,0,122,66.3,21.5,87.8,1.6188833333333417,14.409071666666751,0.016411243356112472
16,1000,1000,0,0,143,63.9,21.8,85.7,1.947699999999993,14.134652222222547,0.016493176455335525
17,1000,1000,0,0,109,66.8,22.3,89.1,1.2944499999999983,14.181972777777485,0.015916916697842298
18,1000,1000,0,0,106,65.4,24.0,89.4,1.4044166666666624,14.279032222222193,0.015972071836937576
19,1000,1000,0,0,125,68.60000000000001,18.9,87.5,1.5350333333333332,14.176387222222475,0.016201585396825688
20,1000,1000,0,0,126,63.5,23.9,87.4,1.6076999999999941,14.14372055555545,0.01618274663107031
21,1000,1000,0,0,174,61.199999999999996,21.4,82.6,2.005950000000004,13.838326666666582,0.01675342211460845
22,1000,1000,0,0,145,63.7,21.8,85.5,1.9821749999999978,14.199234444444178,0.01660729174788793
23,1000,1000,0,0,132,64.3,22.5,86.8,1.678449999999998,14.190946666666585,0.01634901689708132
24,1000,1000,0,0,114,66.4,22.2,88.60000000000001,1.3341416666666703,14.221603333333293,0.016051471030850216
25,1000,1000,0,0,143,61.5,24.2,85.7,1.7546750000000049,14.151569444444684,0.016512916504602897
26,1000,1000,0,0,121,66.7,21.2,87.9,1.5531249999999992,14.284494444444116,0.016250846922006956
27,1000,1000,0,0,154,64.0,20.599999999999998,84.6,1.9615333333333345,14.19325000000003,0.016776891252955117
28,1000,1000,0,0,113,66.2,22.5,88.7,1.2515333333333334,14.309616666666594,0.01613260052611792
29,1000,1000,0,0,126,67.2,20.200000000000003,87.4,1.4320666666666684,13.994439444444772,0.016011944444444818
