workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,500,500,0,0,36,92.80000000000001,0.0,92.80000000000001,0.5355233333333334,1.6728097500000958,0.0036051934267243434
1,500,500,0,0,35,93.0,0.0,93.0,0.4847858333333333,1.6884234166664502,0.003631018100357958
2,500,500,0,0,38,92.4,0.0,92.4,0.6838916666666668,1.7121033055556634,0.003705851310726544
3,500,500,0,0,36,92.80000000000001,0.0,92.80000000000001,0.5684591666666665,1.6595372777779185,0.0035765889607282724
4,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.58084,1.6916736388888483,0.003653722762178938
5,500,500,0,0,38,92.4,0.0,92.4,0.6810491666666666,1.70007027777806,0.0036798057960564065
6,500,500,0,0,39,92.2,0.0,92.2,0.7008566666666666,1.729151277778017,0.003750870450711533
7,500,500,0,0,36,92.80000000000001,0.0,92.80000000000001,0.6292783333333334,1.6733550833334287,0.003606368714080665
8,500,500,0,0,35,93.0,0.0,93.0,0.6038091666666666,1.6394248055559002,0.003525644743130968
9,500,500,0,0,38,92.4,0.0,92.4,0.6847766666666666,1.706553083333727,0.003693837842713694
10,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.6713350000000001,1.698463000000144,0.003668386609071585
11,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.6519583333333334,1.6663371944441718,0.003599000419965813
12,500,500,0,0,36,92.80000000000001,0.0,92.80000000000001,0.6415033333333333,1.6875349166669182,0.003636928699713186
13,500,500,0,0,34,93.2,0.0,93.2,0.5300608333333333,1.6523586388893212,0.0035458339890328777
14,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.5831958333333334,1.7007510277778624,0.0036733283537318828
15,500,500,0,0,36,92.80000000000001,0.0,92.80000000000001,0.6110966666666667,1.6388351944444328,0.0035319724018198976
16,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.6604925,1.6930682500003118,0.0036567348812101765
17,500,500,0,0,38,92.4,0.0,92.4,0.6361691666666667,1.7515491388886102,0.003791231902356299
18,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.66248,1.7039226111110477,0.003680178425725804
19,500,500,0,0,39,92.2,0.0,92.2,0.6592983333333334,1.681032750000401,0.0036464918655106314
20,500,500,0,0,38,92.4,0.0,92.4,0.6569583333333333,1.6873959999997654,0.0036523722943717866
21,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.594705,1.7050997500002916,0.0036827208423332422
22,500,500,0,0,34,93.2,0.0,93.2,0.52467,1.6280990277779832,0.003493774737720994
23,500,500,0,0,35,93.0,0.0,93.0,0.5434474999999999,1.654637111111127,0.003558359378733606
24,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.6551291666666667,1.6808393333329879,0.0036303225341965174
25,500,500,0,0,39,92.2,0.0,92.2,0.6885174999999999,1.7075952499999485,0.003704111171366483
26,500,500,0,0,37,92.60000000000001,0.0,92.60000000000001,0.6826783333333333,1.7134895277776945,0.003700841312694804
27,500,500,0,0,38,92.4,0.0,92.4,0.5618241666666666,1.6574270277781762,0.003587504389130251
28,500,500,0,0,39,92.2,0.0,92.2,0.7016833333333333,1.7153594166668094,0.0037209531814898253
29,500,500,0,0,36,92.80000000000001,0.0,92.80000000000001,0.5529299999999999,1.651184777777736,0.0035585878831416715
