workload_id,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,500,382,118,0,97,56.99999999999999,0.0,56.99999999999999,0.2624991666666667,1.1996295000002688,0.004209226315790417
1,500,385,115,0,92,58.599999999999994,0.0,58.599999999999994,0.264855,1.2323666388891514,0.004206029484263315
2,500,382,118,0,87,59.0,0.0,59.0,0.27993749999999995,1.196995416666614,0.004057611581920725
3,500,367,133,0,80,57.4,0.0,57.4,0.36494249999999995,1.208028416666768,0.004209158246225673
4,500,383,117,0,95,57.599999999999994,0.0,57.599999999999994,0.35245000000000004,1.1956497222223779,0.004151561535494367
5,500,392,108,0,95,59.4,0.0,59.4,0.3729425000000001,1.2158089166663963,0.004093632716048472
6,500,392,108,0,94,59.599999999999994,0.0,59.599999999999994,0.37361416666666664,1.2015291388890506,0.004031976976137754
7,500,408,92,0,102,61.199999999999996,0.0,61.199999999999996,0.3642141666666666,1.2298987777778851,0.004019277051561717
8,500,400,100,0,91,61.8,0.0,61.8,0.20737416666666658,1.2226754722227957,0.003956878550882835
9,500,381,119,0,82,59.8,0.0,59.8,0.27756916666666664,1.2092814166668298,0.0040444194537352166
10,500,395,105,0,102,58.599999999999994,0.0,58.599999999999994,0.36028333333333334,1.193451694444569,0.004073213974213546
11,500,391,109,0,98,58.599999999999994,0.0,58.599999999999994,0.19557999999999998,1.1933259444445463,0.004072784793326096
12,500,398,102,0,92,61.199999999999996,0.0,61.199999999999996,0.35252916666666667,1.2305179722223774,0.004021300562818226
13,500,389,111,0,101,57.599999999999994,0.0,57.599999999999994,0.10973833333333333,1.2026023333337312,0.004175702546297679
14,500,381,119,0,84,59.4,0.0,59.4,0.19561833333333328,1.2260296666664847,0.0041280460157120695
15,500,363,137,0,97,53.2,0.0,53.2,0.3674941666666667,1.1739393888890077,0.004413305973266946
16,500,406,94,0,102,60.8,0.0,60.8,0.28034333333333333,1.2225694166670533,0.004021609923246887
17,500,368,132,0,69,59.8,0.0,59.8,0.26741249999999994,1.1135241666669349,0.003724161092531555
18,500,401,99,0,102,59.8,0.0,59.8,0.2827783333333333,1.2061230555554276,0.004033856373095075
19,500,371,129,0,90,56.2,0.0,56.2,0.3406641666666666,1.1900043055557115,0.004234890767102177
20,500,389,111,0,97,58.4,0.0,58.4,0.25443999999999994,1.1111478888890514,0.003805300989346066
21,500,386,114,0,89,59.4,0.0,59.4,0.3585133333333333,1.2108246666669502,0.004076850729518351
22,500,387,113,0,93,58.8,0.0,58.8,0.2710416666666666,1.1945540833334478,0.004063109126984516
23,500,381,119,0,94,57.4,0.0,57.4,0.26531916666666666,1.1811242500000096,0.004115415505226514
24,500,399,101,0,108,58.199999999999996,0.0,58.199999999999996,0.2817525,1.220039666666853,0.004192576174112897
25,500,389,111,0,94,59.0,0.0,59.0,0.2716425,1.208416555555822,0.004096327306968888
26,500,401,99,0,78,64.60000000000001,0.0,64.60000000000001,0.20577083333333332,1.244141888889135,0.003851832473340974
27,500,370,130,0,96,54.800000000000004,0.0,54.800000000000004,0.2765608333333333,1.162847833333233,0.004243970194646836
28,500,377,123,0,76,60.199999999999996,0.0,60.199999999999996,0.27346333333333334,1.2217326666666,0.004058912513842525
29,500,381,119,0,93,57.599999999999994,0.0,57.599999999999994,0.11193666666666667,1.1161135555557689,0.0038753942901241967
