Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,2000,969,1031,0,570,19.950000000000003,0.0,19.950000000000003,10.1619125,22.872914583333316,0.057325600459481985
1,2000,959,1041,0,552,20.349999999999998,0.0,20.349999999999998,10.087929166666662,22.761992361111147,0.05592627115752125
2,2000,949,1051,0,543,20.3,0.0,20.3,9.93055555555555,22.754849305555418,0.05604642686097393
3,2000,930,1070,0,542,19.400000000000002,0.0,19.400000000000002,10.00420138888889,21.98367222222238,0.056658949026346335
4,2000,972,1028,0,563,20.45,0.0,20.45,10.82296944444444,23.56098888888885,0.05760632980168424
5,2000,939,1061,0,550,19.45,0.0,19.45,10.87508888888889,22.58956180555549,0.058070852970579664
6,2000,968,1032,0,571,19.85,0.0,19.85,10.399833333333328,22.91113194444429,0.05771065980968335
7,2000,953,1047,0,544,20.45,0.0,20.45,10.672705555555558,23.309493055555475,0.05699142556370531
8,2000,999,1001,0,581,20.9,0.0,20.9,10.45278472222222,23.673927083333336,0.05663618919457736
9,2000,985,1015,0,578,20.349999999999998,0.0,20.349999999999998,11.061547222222218,23.881543055555515,0.05867700996450987
10,2000,899,1101,0,515,19.2,0.0,19.2,9.633520833333334,21.52902916666681,0.056065180121528155
11,2000,966,1034,0,563,20.150000000000002,0.0,20.150000000000002,10.64268333333334,23.29482152777779,0.05780352736421287
12,2000,993,1007,0,589,20.200000000000003,0.0,20.200000000000003,11.487701388888887,23.890718055555517,0.05913544073157305
13,2000,976,1024,0,588,19.400000000000002,0.0,19.400000000000002,11.431730555555557,23.310332638888845,0.06007817690435269
14,2000,1001,999,0,609,19.6,0.0,19.6,12.098406944444445,23.86812152777764,0.060888065121881725
15,2000,1001,999,0,593,20.4,0.0,20.4,11.04647361111111,23.684586805555504,0.05805045785675369
16,2000,964,1036,0,561,20.150000000000002,0.0,20.150000000000002,10.616833333333334,23.005849305555646,0.057086474703612014
17,2000,1008,992,0,585,21.15,0.0,21.15,11.0617125,24.287983333333372,0.05741840031520893
18,2000,941,1059,0,549,19.6,0.0,19.6,10.042897222222221,21.970525694444532,0.0560472594246034
19,2000,1031,969,0,605,21.3,0.0,21.3,10.96319305555555,24.256857638888683,0.056940980372978116
20,2000,951,1049,0,544,20.349999999999998,0.0,20.349999999999998,10.39334722222222,22.87502777777776,0.05620399945399942
21,2000,996,1004,0,580,20.8,0.0,20.8,11.099695833333337,24.052099305555668,0.05781754640758574
22,2000,1000,1000,0,573,21.349999999999998,0.0,21.349999999999998,10.309086111111109,23.889811805555443,0.05594803701535234
23,2000,942,1058,0,553,19.45,0.0,19.45,10.853304166666664,22.549003472222076,0.05796658990288451
24,2000,973,1027,0,565,20.4,0.0,20.4,10.410633333333339,23.09903472222216,0.05661528118191707
25,2000,971,1029,0,552,20.95,0.0,20.95,10.084787499999997,23.598950000000134,0.05632207637231535
26,2000,1003,997,0,583,21.0,0.0,21.0,10.765444444444444,23.918153472222333,0.05694798445767221
27,2000,974,1026,0,567,20.349999999999998,0.0,20.349999999999998,10.670900000000003,23.387009722222288,0.057461940349440514
28,2000,985,1015,0,569,20.8,0.0,20.8,10.657340277777779,23.655045138888795,0.05686308927617499
29,2000,958,1042,0,558,20.0,0.0,20.0,10.726309722222222,23.16045069444447,0.05790112673611118
