Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,989,11,0,366,62.3,0.0,62.3,17.077166666666646,76.88203611111112,0.12340615748171928
1,1000,994,6,0,354,64.0,0.0,64.0,18.84123333333326,78.08480833333337,0.1220075130208334
2,1000,998,2,0,362,63.6,0.0,63.6,17.648149999999998,80.5695305555556,0.12668165181691132
3,1000,974,26,0,396,57.8,0.0,57.8,18.64749999999998,73.97848888888886,0.12799046520569005
4,1000,993,7,0,403,59.0,0.0,59.0,18.207000000000004,74.88563611111115,0.12692480696798503
5,1000,997,3,0,383,61.4,0.0,61.4,19.60335000000005,77.17424166666676,0.12569094733984815
6,1000,989,11,0,389,60.0,0.0,60.0,17.61486666666665,74.72205277777772,0.12453675462962954
7,1000,992,8,0,390,60.199999999999996,0.0,60.199999999999996,19.043950000000066,76.60088055555576,0.12724398763381356
8,1000,991,9,0,326,66.5,0.0,66.5,15.009233333333297,79.24783333333339,0.11916967418546373
9,1000,985,15,0,429,55.60000000000001,0.0,55.60000000000001,19.125183333333375,72.55535833333334,0.13049524880095922
10,1000,984,16,0,403,58.099999999999994,0.0,58.099999999999994,19.85581666666669,77.56494722222243,0.1335024909160455
11,1000,987,13,0,370,61.7,0.0,61.7,16.618516666666643,74.28654722222223,0.12039959031154332
12,1000,992,8,0,388,60.4,0.0,60.4,17.967850000000023,75.48749166666656,0.12497929083885191
13,1000,981,19,0,365,61.6,0.0,61.6,17.90449999999999,73.81743888888903,0.1198335046897549
14,1000,978,22,0,358,62.0,0.0,62.0,17.644783333333258,75.48887222222224,0.1217562455197133
15,1000,991,9,0,381,61.0,0.0,61.0,18.00073333333335,76.42843333333323,0.125292513661202
16,1000,981,19,0,372,60.9,0.0,60.9,17.640666666666622,75.90435833333325,0.12463769841269828
17,1000,990,10,0,370,62.0,0.0,62.0,17.997333333333366,75.48675000000028,0.12175282258064563
18,1000,995,5,0,353,64.2,0.0,64.2,16.532883333333317,77.76981388888899,0.12113678175839405
19,1000,995,5,0,353,64.2,0.0,64.2,16.500566666666714,77.63924166666678,0.12093339823468346
20,1000,975,25,0,399,57.599999999999994,0.0,57.599999999999994,19.41298333333338,74.14951111111112,0.1287317901234568
21,1000,987,13,0,395,59.199999999999996,0.0,59.199999999999996,21.289566666666662,76.85354166666664,0.1298201717342342
22,1000,987,13,0,408,57.9,0.0,57.9,18.887616666666656,74.70949722222225,0.12903194684321634
23,1000,973,27,0,374,59.9,0.0,59.9,15.87216666666662,73.1407472222222,0.12210475329252457
24,1000,984,16,0,393,59.099999999999994,0.0,59.099999999999994,17.962400000000017,75.45561944444454,0.12767448298552375
25,1000,979,21,0,355,62.4,0.0,62.4,16.726733333333275,74.84577222222222,0.11994514779202277
26,1000,989,11,0,358,63.1,0.0,63.1,16.20853333333332,75.24645277777788,0.11924952896636745
27,1000,987,13,0,385,60.199999999999996,0.0,60.199999999999996,17.656849999999963,74.28003888888858,0.12338876891841957
28,1000,982,18,0,408,57.4,0.0,57.4,18.152550000000005,73.24168888888885,0.12759876113046836
29,1000,989,11,0,409,57.99999999999999,0.0,57.99999999999999,18.834216666666627,74.88730833333325,0.1291160488505746
