Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,973,27,0,199,77.4,0.0,77.4,13.149916666666675,86.99442499999994,0.11239589793281646
1,1000,976,24,0,178,79.80000000000001,0.0,79.80000000000001,13.018833333333344,88.80800555555554,0.11128822751322748
2,1000,961,39,0,183,77.8,0.0,77.8,12.230633333333351,85.61489999999998,0.11004485861182518
3,1000,973,27,0,182,79.10000000000001,0.0,79.10000000000001,13.443749999999998,85.91028333333325,0.10860971344289916
4,1000,977,23,0,162,81.5,0.0,81.5,10.548883333333364,87.33704444444427,0.10716201772324452
5,1000,967,33,0,211,75.6,0.0,75.6,15.016000000000036,85.96789999999979,0.11371415343915316
6,1000,978,22,0,186,79.2,0.0,79.2,13.620616666666713,86.88133055555551,0.10969864969135797
7,1000,970,30,0,190,78.0,0.0,78.0,12.257366666666703,87.02258333333322,0.1115674145299144
8,1000,971,29,0,194,77.7,0.0,77.7,11.929166666666708,86.23044999999993,0.11097870012870004
9,1000,960,40,0,162,79.80000000000001,0.0,79.80000000000001,13.669166666666696,88.06052499999988,0.11035153508771912
10,1000,975,25,0,182,79.3,0.0,79.3,12.141016666666648,88.38092499999999,0.11145135561160151
11,1000,970,30,0,183,78.7,0.0,78.7,13.349633333333328,87.6164944444446,0.11132972610475805
12,1000,986,14,0,194,79.2,0.0,79.2,12.383650000000019,86.45178055555566,0.10915628858024706
13,1000,979,21,0,212,76.7,0.0,76.7,14.918733333333353,86.90285833333333,0.11330229248152977
14,1000,968,32,0,195,77.3,0.0,77.3,14.637950000000052,87.65274722222219,0.11339294595371564
15,1000,966,34,0,208,75.8,0.0,75.8,15.255666666666679,85.44870277777765,0.11272915933743753
16,1000,988,12,0,175,81.3,0.0,81.3,12.575283333333362,87.15469166666678,0.10720134276342777
17,1000,965,35,0,169,79.60000000000001,0.0,79.60000000000001,11.793849999999983,84.29304444444443,0.10589578447794527
18,1000,958,42,0,195,76.3,0.0,76.3,14.254050000000063,84.41016944444448,0.11062931775156551
19,1000,976,24,0,180,79.60000000000001,0.0,79.60000000000001,11.86094999999999,82.82299444444432,0.10404898799553305
20,1000,961,39,0,189,77.2,0.0,77.2,14.271716666666661,86.46445833333331,0.11200059369602762
21,1000,976,24,0,199,77.7,0.0,77.7,13.89593333333336,87.53696111111118,0.11266018161018171
22,1000,970,30,0,161,80.9,0.0,80.9,12.170500000000013,87.44289722222217,0.10808763562697427
23,1000,979,21,0,182,79.7,0.0,79.7,13.676449999999996,86.51182777777777,0.10854683535480272
24,1000,978,22,0,166,81.2,0.0,81.2,11.912233333333344,87.69382777777763,0.10799732484947983
25,1000,970,30,0,181,78.9,0.0,78.9,13.610633333333343,88.669013888889,0.1123815131671597
26,1000,967,33,0,200,76.7,0.0,76.7,14.749666666666661,85.53363055555543,0.11151711936839039
27,1000,974,26,0,215,75.9,0.0,75.9,15.317450000000028,86.46910555555553,0.11392504025764891
28,1000,971,29,0,192,77.9,0.0,77.9,14.19650000000005,85.2442222222224,0.10942775638282723
29,1000,982,18,0,192,79.0,0.0,79.0,13.71346666666672,88.42212222222228,0.11192673699015479
