Episode,total_no_of_tasks,mapped,cancelled,URG_missed,BE_missed,Completion%,xCompletion%,totalCompletion%,wasted_energy%,consumed_energy%,energy_per_completion%
0,1000,998,2,0,247,75.1,0.0,75.1,13.42826666666664,85.11527222222219,0.11333591507619466
1,1000,1000,0,0,263,73.7,0.0,73.7,15.586250000000005,89.52446944444421,0.12147146464646433
2,1000,999,1,0,265,73.4,0.0,73.4,14.90721666666662,85.56676666666662,0.1165759763851044
3,1000,1000,0,0,275,72.5,0.0,72.5,16.117166666666684,85.1978083333333,0.11751421839080456
4,1000,1000,0,0,222,77.8,0.0,77.8,12.532700000000057,85.53523888888886,0.10994246643816047
5,1000,997,3,0,278,71.89999999999999,0.0,71.89999999999999,15.80181666666664,83.37331666666645,0.11595732498840955
6,1000,1000,0,0,238,76.2,0.0,76.2,12.751099999999955,84.4571111111111,0.11083610382035577
7,1000,1000,0,0,244,75.6,0.0,75.6,12.846866666666662,86.17802499999996,0.11399209656084651
8,1000,998,2,0,286,71.2,0.0,71.2,15.619300000000024,82.68371666666668,0.11612881554307118
9,1000,997,3,0,307,69.0,0.0,69.0,15.44123333333332,82.0321027777779,0.11888710547504043
10,1000,1000,0,0,258,74.2,0.0,74.2,14.158916666666682,84.3139083333336,0.11363060422282156
11,1000,997,3,0,262,73.5,0.0,73.5,14.133466666666623,83.11740833333336,0.11308490929705219
12,1000,999,1,0,239,76.0,0.0,76.0,12.856700000000053,86.95972222222238,0.11442068713450314
13,1000,997,3,0,257,74.0,0.0,74.0,13.77418333333337,82.30168055555568,0.1112184872372374
14,1000,1000,0,0,272,72.8,0.0,72.8,14.42744999999999,81.38196111111097,0.11178840811965791
15,1000,998,2,0,306,69.19999999999999,0.0,69.19999999999999,15.019033333333295,80.84155277777784,0.1168230531470778
16,1000,999,1,0,306,69.3,0.0,69.3,14.722366666666717,80.86176666666668,0.116683645983646
17,1000,1000,0,0,287,71.3,0.0,71.3,15.543883333333355,84.44096111111108,0.1184305204924419
18,1000,999,1,0,249,75.0,0.0,75.0,13.40378333333331,86.2411861111112,0.11498824814814826
19,1000,1000,0,0,245,75.5,0.0,75.5,13.456883333333277,85.8533861111111,0.11371309418690215
20,1000,994,6,0,233,76.1,0.0,76.1,13.618049999999979,86.59885833333357,0.11379613447218603
21,1000,1000,0,0,284,71.6,0.0,71.6,15.73841666666668,84.48944444444446,0.11800201738050903
22,1000,996,4,0,256,74.0,0.0,74.0,14.741450000000011,83.4761666666667,0.11280563063063068
23,1000,997,3,0,259,73.8,0.0,73.8,13.640300000000046,83.21817500000003,0.11276175474254747
24,1000,999,1,0,269,73.0,0.0,73.0,15.037033333333369,83.67386666666681,0.11462173515981754
25,1000,1000,0,0,255,74.5,0.0,74.5,15.185916666666696,86.09602222222243,0.11556513049962742
26,1000,1000,0,0,257,74.3,0.0,74.3,12.912566666666637,85.12721666666653,0.11457229699416761
27,1000,997,3,0,252,74.5,0.0,74.5,14.374216666666657,85.93987777777777,0.11535554064131247
28,1000,1000,0,0,221,77.9,0.0,77.9,12.304166666666674,86.34233888888895,0.11083740550563409
29,1000,996,4,0,274,72.2,0.0,72.2,13.61116666666667,83.5427527777778,0.11571018390273934
